Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend
0,0.00,57.00,-1.3683
0.726,0.05,55.03,-1.7177
1.452,0.10,58.65,-1.0772
2.177,0.15,55.49,-1.6374
2.903,0.20,54.59,-1.7973
3.629,0.25,55.40,-1.6544
4.355,0.30,55.46,-1.6444
5.081,0.35,55.59,-1.6219
5.806,0.40,56.27,-1.5021
6.532,0.45,57.41,-1.3007
7.258,0.50,54.67,-1.7865
7.984,0.55,58.71,-1.0716
8.71,0.60,51.56,-2.3384
9.435,0.65,55.27,-1.6820
10.161,0.70,56.38,-1.4859
10.887,0.75,57.80,-1.2350
11.613,0.80,60.02,-0.8424
12.339,0.85,58.92,-1.0378
13.065,0.90,54.40,-1.8389
13.79,0.95,53.60,-1.9811
14.516,1.00,54.52,-1.8187
15.242,1.05,53.16,-2.0602
15.968,1.10,55.01,-1.7331
16.694,1.15,54.56,-1.8133
17.419,1.20,54.28,-1.8635
18.191,1.25,51.53,-2.3511
19.148,1.30,51.26,-2.3997
20.104,1.35,52.23,-2.2286
21.061,1.40,52.27,-2.2223
22.017,1.45,51.50,-2.3594
22.974,1.50,52.01,-2.2698
23.93,1.55,55.13,-1.7180
24.887,1.60,55.17,-1.7117
25.843,1.65,54.32,-1.8629
26.8,1.70,54.10,-1.9026
27.757,1.75,54.52,-1.8290
28.713,1.80,55.30,-1.6916
29.67,1.85,57.35,-1.3293
30.626,1.90,57.26,-1.3460
31.583,1.95,57.43,-1.3166
32.539,2.00,57.73,-1.2642
33.496,2.05,58.19,-1.1835
34.452,2.10,58.78,-1.0797
35.409,2.15,58.14,-1.1938
36.365,2.20,58.83,-1.0724
37.322,2.25,58.32,-1.1634
38.278,2.30,57.77,-1.2616
39.235,2.35,61.34,-0.6301
40.191,2.40,61.31,-0.6361
41.148,2.45,61.96,-0.5218
42.104,2.50,61.99,-0.5172
43.061,2.55,61.56,-0.5941
44.017,2.60,62.09,-0.5010
44.974,2.65,61.62,-0.5849
45.93,2.70,61.25,-0.6512
46.887,2.75,61.19,-0.6626
47.843,2.80,63.29,-0.2914
48.8,2.85,63.72,-0.2160
49.757,2.90,61.67,-0.5798
50.713,2.95,65.23,0.0500
51.67,3.00,65.34,0.0687
52.626,3.05,66.40,0.2557
53.583,3.10,66.12,0.2053
54.539,3.15,63.82,-0.2027
55.496,3.20,63.34,-0.2885
56.452,3.25,63.65,-0.2343
57.409,3.30,62.89,-0.3697
58.365,3.35,60.89,-0.7246
59.322,3.40,57.71,-1.2885
60.278,3.45,58.00,-1.2379
61.235,3.50,58.17,-1.2085
62.235,3.55,57.30,-1.3634
63.41,3.60,56.44,-1.5166
64.584,3.65,58.39,-1.1722
65.759,3.70,57.14,-1.3945
66.934,3.75,59.10,-1.0483
68.108,3.80,63.48,-0.2735
69.283,3.85,65.39,0.0639
70.458,3.90,64.93,-0.0185
71.633,3.95,63.30,-0.3081
72.807,4.00,67.07,0.3587
73.982,4.05,68.64,0.6358
75.157,4.10,69.38,0.7660
76.331,4.15,69.21,0.7349
77.506,4.20,71.06,1.0617
78.681,4.25,72.29,1.2786
79.855,4.30,72.80,1.3680
81.03,4.35,73.42,1.4769
82.205,4.40,72.41,1.2971
83.38,4.45,71.92,1.2094
84.554,4.50,71.34,1.1058
85.729,4.55,69.43,0.7666
86.904,4.60,67.25,0.3796
88.078,4.65,68.60,0.6178
89.253,4.70,71.89,1.1996
90.428,4.75,76.19,1.9602
91.602,4.80,77.10,2.1204
92.777,4.85,77.14,2.1266
93.952,4.90,77.27,2.1487
95.126,4.95,75.22,1.7848
96.301,5.00,76.71,2.0477
97.476,5.05,76.10,1.9388
98.651,5.10,76.05,1.9290
99.825,5.15,76.54,2.0149
101,5.20,76.30,1.9715
102.175,5.25,75.16,1.7687
103.349,5.30,75.10,1.7571
104.524,5.35,74.89,1.7190
105.699,5.40,74.07,1.5729
106.873,5.45,73.20,1.4179
108.048,5.50,71.89,1.1850
109.223,5.55,69.23,0.7130
110.398,5.60,71.42,1.0999
111.572,5.65,71.11,1.0441
112.747,5.70,68.97,0.6642
113.922,5.75,66.95,0.3056
115.096,5.80,68.32,0.5473
116.271,5.85,69.51,0.7571
117.446,5.90,72.76,1.3318
118.62,5.95,75.17,1.7577
119.795,6.00,75.63,1.8382
120.97,6.05,76.03,1.9082
122.145,6.10,72.02,1.1971
123.319,6.15,75.18,1.7558
124.494,6.20,72.32,1.2484
125.669,6.25,74.09,1.5609
126.843,6.30,72.46,1.2714
128.018,6.35,69.81,0.8011
129.193,6.40,64.35,-0.1667
130.367,6.45,61.57,-0.6600
131.542,6.50,59.81,-0.9726
132.717,6.55,59.65,-1.0018
133.892,6.60,60.14,-0.9160
135.066,6.65,63.68,-0.2900
136.241,6.70,63.68,-0.2909
137.416,6.75,61.60,-0.6601
138.59,6.80,58.36,-1.2349
139.765,6.85,58.89,-1.1419
141.185,6.90,56.57,-1.5539
142.667,6.95,57.55,-1.3815
144.148,7.00,59.26,-1.0798
145.63,7.05,58.57,-1.2031
147.111,7.10,58.29,-1.2539
148.593,7.15,58.56,-1.2072
150.074,7.20,59.06,-1.1198
151.556,7.25,58.53,-1.2148
153.037,7.30,58.83,-1.1628
154.519,7.35,60.11,-0.9373
156,7.40,59.06,-1.1244
157.143,7.45,56.77,-1.5308
158.286,7.50,54.95,-1.8540
159.429,7.55,55.93,-1.6814
160.571,7.60,56.34,-1.6096
161.714,7.65,58.18,-1.2847
162.857,7.70,58.15,-1.2909
164,7.75,60.93,-0.7994
165.143,7.80,61.11,-0.7684
166.286,7.85,59.32,-1.0863
167.429,7.90,63.80,-0.2938
168.571,7.95,65.30,-0.0290
169.714,8.00,68.80,0.5899
170.857,8.05,69.92,0.7874
172,8.10,67.82,0.4146
173.143,8.15,65.21,-0.0485
174.286,8.20,63.43,-0.3646
175.429,8.25,61.97,-0.6241
176.571,8.30,60.00,-0.9739
177.714,8.35,59.02,-1.1483
178.857,8.40,58.74,-1.1988
180,8.45,59.98,-0.9801
181.143,8.50,59.52,-1.0624
182.286,8.55,60.32,-0.9216
183.429,8.60,60.59,-0.8747
184.571,8.65,59.14,-1.1324
185.714,8.70,56.77,-1.5530
186.857,8.75,57.37,-1.4476
188,8.80,56.83,-1.5441
189.525,8.85,56.72,-1.5648
191.051,8.90,57.15,-1.4898
192.576,8.95,58.11,-1.3210
194.102,9.00,59.96,-0.9945
195.627,9.05,63.90,-0.2979
197.153,9.10,64.63,-0.1698
198.678,9.15,63.73,-0.3304
200.203,9.20,66.42,0.1448
201.729,9.25,70.26,0.8237
203.254,9.30,69.17,0.6295
204.78,9.35,73.30,1.3597
206.305,9.40,72.88,1.2841
207.831,9.45,69.37,0.6613
209.356,9.50,70.42,0.8461
210.881,9.55,74.50,1.5675
212.407,9.60,74.94,1.6442
213.932,9.65,74.60,1.5828
215.458,9.70,73.68,1.4187
216.983,9.75,72.62,1.2298
218.508,9.80,68.84,0.5592
220.034,9.85,67.35,0.2941
221.559,9.90,63.36,-0.4137
223.085,9.95,58.17,-1.3340
224.667,10.00,56.96,-1.5495
226.333,10.05,60.59,-0.9080
228,10.10,63.72,-0.3549
229.667,10.15,64.90,-0.1472
231.333,10.20,68.03,0.4058
233,10.25,69.12,0.5975
234.667,10.30,69.28,0.6246
236.333,10.35,71.26,0.9740
238,10.40,70.54,0.8452
239.667,10.45,69.85,0.7217
241.333,10.50,66.96,0.2085
243,10.55,63.86,-0.3418
244.667,10.60,58.38,-1.3136
246.333,10.65,60.38,-0.9606
248,10.70,60.92,-0.8663
249.667,10.75,62.49,-0.5896
251.333,10.80,61.50,-0.7662
252.397,10.85,60.64,-0.9193
253.059,10.90,61.34,-0.7958
253.721,10.95,61.92,-0.6936
254.382,11.00,62.36,-0.6162
255.044,11.05,62.90,-0.5211
255.706,11.10,59.32,-1.1556
256.368,11.15,59.70,-1.0889
257.029,11.20,60.94,-0.8698
257.691,11.25,62.40,-0.6117
258.353,11.30,63.22,-0.4670
259.015,11.35,63.45,-0.4268
259.676,11.40,63.45,-0.4273
260.338,11.45,64.73,-0.2011
261,11.50,63.24,-0.4655
261.662,11.55,62.02,-0.6821
262.324,11.60,60.99,-0.8650
262.985,11.65,61.11,-0.8443
263.647,11.70,63.20,-0.4746
264.309,11.75,63.15,-0.4840
264.971,11.80,61.18,-0.8334
265.632,11.85,60.89,-0.8853
266.294,11.90,59.06,-1.2099
266.956,11.95,59.22,-1.1821
267.618,12.00,59.56,-1.1224
268.279,12.05,61.66,-0.7510
268.941,12.10,60.95,-0.8772
269.603,12.15,59.83,-1.0761
270.429,12.20,61.73,-0.7402
271.5,12.25,67.12,0.2135
272.571,12.30,70.82,0.8679
273.643,12.35,72.66,1.1930
274.714,12.40,72.19,1.1089
275.786,12.45,70.61,0.8283
276.857,12.50,72.09,1.0895
277.929,12.55,77.83,2.1053
279,12.60,77.62,2.0672
280.071,12.65,77.78,2.0947
281.143,12.70,79.38,2.3773
282.214,12.75,78.36,2.1958
283.286,12.80,77.38,2.0214
284.357,12.85,77.32,2.0100
285.429,12.90,77.04,1.9595
286.5,12.95,76.53,1.8684
287.571,13.00,74.50,1.5080
288.643,13.05,71.64,1.0007
289.714,13.10,70.41,0.7820
290.786,13.15,68.73,0.4837
291.857,13.20,70.90,0.8672
292.929,13.25,66.63,0.1101
294,13.30,66.67,0.1164
295.603,13.35,69.08,0.5419
297.205,13.40,69.71,0.6523
298.808,13.45,69.89,0.6829
300.41,13.50,73.01,1.2342
302.013,13.55,74.55,1.5057
303.615,13.60,73.98,1.4035
305.218,13.65,72.41,1.1242
306.82,13.70,76.18,1.7906
308.423,13.75,76.89,1.9151
310.026,13.80,73.39,1.2940
311.628,13.85,73.88,1.3796
313.231,13.90,77.29,1.9823
314.833,13.95,77.73,2.0589
316.436,14.00,78.03,2.1108
318.038,14.05,75.40,1.6438
319.641,14.10,76.28,1.7984
321.244,14.15,75.09,1.5864
322.846,14.20,72.91,1.1991
324.449,14.25,72.27,1.0845
326.051,14.30,75.42,1.6411
327.654,14.35,79.62,2.3837
329.256,14.40,79.76,2.4073
330.859,14.45,79.77,2.4078
332.462,14.50,78.76,2.2277
334.064,14.55,79.42,2.3433
335.667,14.60,78.19,2.1242
337.269,14.65,76.40,1.8060
338.872,14.70,72.07,1.0379
340.474,14.75,67.61,0.2468
342.077,14.80,62.58,-0.6453
343.68,14.85,56.46,-1.7304
344.75,14.90,55.31,-1.9349
345.688,14.95,57.18,-1.6044
346.625,15.00,61.59,-0.8241
347.562,15.05,65.50,-0.1324
348.5,15.10,61.32,-0.8734
349.438,15.15,60.30,-1.0548
350.375,15.20,60.14,-1.0838
351.312,15.25,59.22,-1.2475
352.25,15.30,61.53,-0.8391
353.188,15.35,62.09,-0.7407
354.125,15.40,63.34,-0.5200
355.062,15.45,64.60,-0.2976
356,15.50,64.37,-0.3390
356.938,15.55,66.29,0.0003
357.875,15.60,66.13,-0.0288
358.812,15.65,65.08,-0.2155
359.75,15.70,65.13,-0.2074
360.688,15.75,62.27,-0.7146
361.625,15.80,61.29,-0.8889
362.562,15.85,60.86,-0.9658
363.5,15.90,62.69,-0.6424
364.438,15.95,64.43,-0.3350
365.375,16.00,67.82,0.2647
366.312,16.05,70.14,0.6748
367.25,16.10,70.99,0.8246
368.188,16.15,70.36,0.7123
369.125,16.20,71.46,0.9064
370.062,16.25,70.91,0.8083
371,16.30,71.76,0.9581
371.938,16.35,70.95,0.8139
372.875,16.40,72.70,1.1231
373.813,16.45,73.05,1.1844
374.75,16.50,70.69,0.7657
375.688,16.55,73.28,1.2237
376.625,16.60,70.38,0.7093
377.562,16.65,75.28,1.5764
378.5,16.70,72.93,1.1595
379.438,16.75,75.11,1.5448
380.375,16.80,73.92,1.3334
381.312,16.85,71.32,0.8722
382.25,16.90,70.59,0.7422
383.188,16.95,75.33,1.5809
384.125,17.00,78.43,2.1292
385.062,17.05,77.85,2.0257
386,17.10,77.11,1.8940
386.938,17.15,76.83,1.8436
387.875,17.20,78.57,2.1511
388.812,17.25,76.80,1.8369
389.75,17.30,76.98,1.8680
390.688,17.35,78.21,2.0851
391.625,17.40,80.04,2.4085
392.563,17.45,79.19,2.2572
393.5,17.50,77.00,1.8687
394.438,17.55,73.74,1.2906
395.375,17.60,71.32,0.8613
396.312,17.65,75.84,1.6610
397.25,17.70,81.31,2.6291
398.188,17.75,81.99,2.7488
399.125,17.80,82.22,2.7888
400.062,17.85,82.34,2.8093
401,17.90,82.51,2.8387
401.938,17.95,83.65,3.0398
402.875,18.00,80.98,2.5663
403.812,18.05,73.85,1.3028
404.75,18.10,83.02,2.9261
405.688,18.15,78.91,2.1975
406.625,18.20,84.70,3.2222
407.562,18.25,85.28,3.3242
408.5,18.30,84.97,3.2685
409.438,18.35,84.53,3.1899
410.375,18.40,84.57,3.1962
411.313,18.45,83.08,2.9316
412.25,18.50,83.43,2.9929
413.188,18.55,82.56,2.8381
414.125,18.60,82.53,2.8320
415.062,18.65,82.39,2.8065
416,18.70,78.89,2.1859
416.938,18.75,80.23,2.4225
417.875,18.80,81.19,2.5918
418.812,18.85,81.40,2.6283
419.75,18.90,80.24,2.4221
420.688,18.95,78.54,2.1203
421.625,19.00,77.24,1.8894
422.562,19.05,76.12,1.6903
423.5,19.10,74.19,1.3478
424.438,19.15,71.53,0.8759
425.375,19.20,68.79,0.3900
426.312,19.25,61.60,-0.8841
427.25,19.30,57.36,-1.6358
428.188,19.35,56.64,-1.7640
429.125,19.40,56.42,-1.8037
430.063,19.45,57.46,-1.6202
431,19.50,58.16,-1.4970
431.938,19.55,58.18,-1.4942
432.875,19.60,57.32,-1.6472
433.812,19.65,56.01,-1.8799
434.716,19.70,54.82,-2.0914
435.61,19.75,55.57,-1.9592
436.505,19.80,58.04,-1.5225
437.399,19.85,56.67,-1.7658
438.294,19.90,56.27,-1.8374
439.188,19.95,59.61,-1.2465
440.083,20.00,59.35,-1.2933
440.977,20.05,59.20,-1.3205
441.872,20.10,60.06,-1.1689
442.766,20.15,60.22,-1.1413
443.661,20.20,61.19,-0.9702
444.555,20.25,61.52,-0.9124
445.45,20.30,62.93,-0.6634
446.344,20.35,63.24,-0.6092
447.239,20.40,63.99,-0.4771
448.133,20.45,66.15,-0.0952
449.028,20.50,65.27,-0.2518
449.922,20.55,63.95,-0.4862
450.817,20.60,64.70,-0.3541
451.711,20.65,63.74,-0.5248
452.606,20.70,65.67,-0.1837
453.5,20.75,64.14,-0.4554
454.394,20.80,67.34,0.1107
455.289,20.85,67.88,0.2056
456.183,20.90,69.61,0.5113
457.078,20.95,61.29,-0.9629
457.972,21.00,63.54,-0.5651
458.867,21.05,63.60,-0.5552
459.761,21.10,64.00,-0.4850
460.656,21.15,70.85,0.7274
461.55,21.20,68.25,0.2663
462.445,21.25,67.64,0.1575
463.339,21.30,67.85,0.1940
464.234,21.35,65.58,-0.2087
465.128,21.40,64.38,-0.4219
466.023,21.45,68.63,0.3301
466.917,21.50,67.34,0.1010
467.812,21.55,72.55,1.0230
468.706,21.60,75.39,1.5252
469.601,21.65,74.72,1.4059
470.495,21.70,75.09,1.4707
471.39,21.75,74.19,1.3106
472.284,21.80,73.54,1.1948
473.179,21.85,80.82,2.4834
474.073,21.90,80.30,2.3906
474.968,21.95,79.68,2.2801
475.862,22.00,78.93,2.1466
476.757,22.05,79.51,2.2486
477.651,22.10,81.48,2.5968
478.546,22.15,81.16,2.5395
479.44,22.20,81.60,2.6167
480.335,22.25,80.49,2.4194
481.229,22.30,79.81,2.2983
482.124,22.35,79.58,2.2569
483.018,22.40,79.11,2.1729
483.913,22.45,78.80,2.1173
484.807,22.50,78.76,2.1096
485.702,22.55,78.90,2.1337
486.596,22.60,74.94,1.4317
487.491,22.65,79.21,2.1872
488.385,22.70,77.48,1.8801
489.28,22.75,79.59,2.2531
490.174,22.80,78.26,2.0169
491.069,22.85,79.49,2.2340
491.963,22.90,79.61,2.2546
492.858,22.95,79.23,2.1866
493.752,23.00,76.69,1.7360
494.647,23.05,77.67,1.9089
495.541,23.10,78.57,2.0676
496.436,23.15,79.65,2.2582
497.33,23.20,78.01,1.9670
498.225,23.25,78.37,2.0301
499.119,23.30,77.54,1.8824
500.014,23.35,76.38,1.6763
500.908,23.40,76.03,1.6136
501.803,23.45,75.38,1.4978
502.697,23.50,75.40,1.5006
503.592,23.55,74.68,1.3724
504.486,23.60,73.39,1.1433
505.381,23.65,73.22,1.1125
506.275,23.70,73.51,1.1631
507.17,23.75,74.30,1.3024
508.064,23.80,75.02,1.4292
508.959,23.85,75.24,1.4675
509.853,23.90,74.90,1.4065
510.748,23.95,74.14,1.2713
511.642,24.00,75.08,1.4370
512.535,24.05,74.91,1.4062
513.426,24.10,73.12,1.0885
514.317,24.15,76.24,1.6404
515.208,24.20,75.70,1.5441
516.1,24.25,77.17,1.8037
516.991,24.30,76.95,1.7641
517.882,24.35,77.60,1.8785
518.773,24.40,76.41,1.6671
519.665,24.45,75.61,1.5247
520.556,24.50,76.24,1.6356
521.447,24.55,76.69,1.7146
522.338,24.60,70.35,0.5911
523.23,24.65,77.19,1.8017
524.121,24.70,76.81,1.7337
525.012,24.75,71.09,0.7200
525.903,24.80,76.18,1.6208
526.795,24.85,76.82,1.7334
527.686,24.90,77.99,1.9400
528.577,24.95,77.52,1.8560
529.468,25.00,76.93,1.7509
530.359,25.05,77.18,1.7944
531.251,25.10,77.40,1.8327
532.142,25.15,77.15,1.7877
533.033,25.20,76.47,1.6666
533.924,25.25,75.70,1.5296
534.816,25.30,75.16,1.4332
535.707,25.35,74.80,1.3688
536.598,25.40,74.29,1.2778
537.489,25.45,73.74,1.1797
538.381,25.50,71.33,0.7522
539.272,25.55,71.90,0.8524
540.163,25.60,70.26,0.5613
541.054,25.65,71.17,0.7218
541.946,25.70,70.42,0.5883
542.837,25.75,71.06,0.7009
543.728,25.80,71.40,0.7604
544.619,25.85,70.31,0.5667
545.511,25.90,70.17,0.5412
546.402,25.95,69.82,0.4785
547.293,26.00,70.25,0.5540
548.184,26.05,64.97,-0.3818
549.076,26.10,69.25,0.3755
549.967,26.15,67.98,0.1499
550.858,26.20,65.43,-0.3024
551.749,26.25,64.83,-0.4093
552.64,26.30,63.13,-0.7111
553.532,26.35,64.53,-0.4639
554.423,26.40,65.03,-0.3760
555.314,26.45,65.42,-0.3076
556.205,26.50,65.91,-0.2215
557.097,26.55,65.41,-0.3108
557.988,26.60,64.87,-0.4071
558.879,26.65,67.41,0.0421
559.77,26.70,67.98,0.1423
560.662,26.75,68.16,0.1735
561.553,26.80,66.91,-0.0486
562.444,26.85,68.40,0.2146
563.335,26.90,68.15,0.1697
564.227,26.95,68.27,0.1902
565.118,27.00,68.40,0.2125
566.009,27.05,67.51,0.0542
566.9,27.10,67.24,0.0057
567.792,27.15,66.30,-0.1614
568.683,27.20,66.05,-0.2064
569.574,27.25,63.71,-0.6215
570.465,27.30,65.20,-0.3583
571.357,27.35,65.48,-0.3094
572.248,27.40,65.51,-0.3048
573.139,27.45,66.57,-0.1178
574.03,27.50,65.88,-0.2407
574.921,27.55,66.07,-0.2077
575.813,27.60,63.09,-0.7362
576.704,27.65,63.56,-0.6536
577.595,27.70,64.32,-0.5197
578.486,27.75,64.62,-0.4673
579.378,27.80,64.93,-0.4131
580.269,27.85,65.63,-0.2898
581.16,27.90,68.44,0.2072
582.051,27.95,64.82,-0.4346
582.943,28.00,65.90,-0.2440
583.834,28.05,66.36,-0.1633
584.725,28.10,65.43,-0.3286
585.616,28.15,71.01,0.6589
586.508,28.20,73.23,1.0514
587.399,28.25,72.57,0.9338
588.29,28.30,72.88,0.9880
589.181,28.35,71.61,0.7624
590.073,28.40,70.42,0.5509
590.964,28.45,68.78,0.2598
591.855,28.50,66.53,-0.1394
592.746,28.55,65.59,-0.3065
593.637,28.60,66.37,-0.1691
594.529,28.65,69.15,0.3226
595.42,28.70,69.80,0.4370
596.311,28.75,69.77,0.4310
597.202,28.80,69.52,0.3860
598.094,28.85,71.31,0.7023
598.985,28.90,71.64,0.7601
599.876,28.95,73.16,1.0286
600.767,29.00,70.51,0.5586
601.659,29.05,67.88,0.0921
602.55,29.10,67.03,-0.0591
603.441,29.15,69.44,0.3670
604.332,29.20,65.71,-0.2943
605.224,29.25,68.88,0.2665
606.115,29.30,65.44,-0.3435
607.006,29.35,65.35,-0.3601
607.897,29.40,63.62,-0.6672
608.789,29.45,62.61,-0.8467
609.68,29.50,64.97,-0.4295
610.571,29.55,67.28,-0.0210
611.462,29.60,67.07,-0.0589
612.353,29.65,68.62,0.2149
613.245,29.70,68.18,0.1363
614.136,29.75,68.82,0.2489
615.027,29.80,68.65,0.2181
615.918,29.85,68.41,0.1749
616.81,29.90,68.30,0.1548
617.701,29.95,68.35,0.1629
618.592,30.00,70.04,0.4615
619.483,30.05,70.92,0.6167
620.375,30.10,71.82,0.7754
621.266,30.15,70.45,0.5321
622.157,30.20,69.12,0.2958
623.048,30.25,69.20,0.3093
623.94,30.30,68.15,0.1227
624.831,30.35,66.39,-0.1897
625.722,30.40,66.38,-0.1922
626.613,30.45,64.36,-0.5506
627.505,30.50,62.15,-0.9427
628.396,30.55,60.96,-1.1541
629.287,30.60,57.14,-1.8314
630.206,30.65,56.15,-2.0074
631.234,30.70,54.56,-2.2898
632.262,30.75,55.62,-2.1029
633.29,30.80,55.65,-2.0983
634.318,30.85,55.43,-2.1381
635.346,30.90,53.92,-2.4063
636.374,30.95,52.83,-2.6002
637.402,31.00,52.67,-2.6293
638.43,31.05,53.65,-2.4565
639.458,31.10,55.76,-2.0836
640.486,31.15,55.24,-2.1765
641.514,31.20,54.62,-2.2871
642.542,31.25,53.18,-2.5430
643.57,31.30,54.24,-2.3560
644.598,31.35,54.68,-2.2789
645.626,31.40,56.21,-2.0087
646.654,31.45,54.33,-2.3425
647.682,31.50,56.08,-2.0333
648.71,31.55,56.36,-1.9846
649.738,31.60,56.36,-1.9854
650.766,31.65,57.53,-1.7789
651.794,31.70,56.36,-1.9869
652.822,31.75,58.69,-1.5751
653.85,31.80,59.14,-1.4962
654.879,31.85,57.87,-1.7219
655.907,31.90,58.84,-1.5509
656.935,31.95,58.93,-1.5358
657.963,32.00,57.33,-1.8199
658.991,32.05,58.93,-1.5374
660.019,32.10,58.44,-1.6250
661.047,32.15,59.31,-1.4717
662.075,32.20,59.75,-1.3945
663.103,32.25,60.24,-1.3086
664.131,32.30,62.24,-0.9552
665.159,32.35,62.21,-0.9613
666.187,32.40,60.89,-1.1958
667.215,32.45,59.56,-1.4322
668.243,32.50,60.19,-1.3214
669.271,32.55,61.37,-1.1132
670.299,32.60,62.10,-0.9847
671.327,32.65,62.39,-0.9342
672.355,32.70,61.03,-1.1758
673.383,32.75,61.07,-1.1695
674.411,32.80,61.09,-1.1668
675.439,32.85,62.49,-0.9197
676.467,32.90,60.85,-1.2109
677.495,32.95,58.62,-1.6066
678.523,33.00,59.83,-1.3931
679.551,33.05,63.50,-0.7440
680.579,33.10,64.30,-0.6031
681.608,33.15,63.72,-0.7066
682.636,33.20,62.38,-0.9447
683.664,33.25,64.28,-0.6090
684.692,33.30,61.75,-1.0579
685.72,33.35,63.84,-0.6885
686.748,33.40,67.41,-0.0571
687.776,33.45,65.25,-0.4404
688.804,33.50,65.40,-0.4147
689.832,33.55,65.34,-0.4261
690.86,33.60,67.62,-0.0231
691.888,33.65,67.96,0.0363
692.916,33.70,68.92,0.2056
693.944,33.75,72.57,0.8512
694.972,33.80,74.08,1.1178
696,33.85,74.07,1.1152
697.028,33.90,75.00,1.2791
698.056,33.95,73.67,1.0428
699.084,34.00,74.03,1.1058
700.112,34.05,73.54,1.0182
701.14,34.10,74.45,1.1785
702.168,34.15,73.10,0.9387
703.196,34.20,73.98,1.0937
704.224,34.25,74.85,1.2470
705.252,34.30,73.03,0.9239
706.28,34.35,73.54,1.0134
707.308,34.40,75.92,1.4341
708.336,34.45,74.52,1.1854
709.365,34.50,72.83,0.8853
710.393,34.55,71.69,0.6826
711.421,34.60,70.54,0.4781
712.449,34.65,69.49,0.2914
713.477,34.70,68.14,0.0515
714.505,34.75,61.78,-1.0757
715.533,34.80,58.70,-1.6219
716.561,34.85,55.81,-2.1346
717.589,34.90,53.99,-2.4577
718.487,34.95,54.96,-2.2866
719.299,35.00,55.11,-2.2607
720.111,35.05,56.51,-2.0133
720.923,35.10,54.05,-2.4496
721.735,35.15,55.04,-2.2749
722.547,35.20,55.20,-2.2472
723.359,35.25,56.58,-2.0035
724.171,35.30,56.64,-1.9935
724.983,35.35,57.30,-1.8772
725.795,35.40,58.49,-1.6671
726.607,35.45,57.05,-1.9227
727.419,35.50,59.50,-1.4895
728.231,35.55,61.12,-1.2032
729.043,35.60,63.73,-0.7416
729.855,35.65,63.73,-0.7422
730.667,35.70,63.78,-0.7340
731.479,35.75,64.11,-0.6762
732.291,35.80,63.94,-0.7069
733.103,35.85,67.37,-0.1001
733.915,35.90,65.63,-0.4089
734.727,35.95,66.03,-0.3387
735.539,36.00,64.92,-0.5359
736.35,36.05,65.06,-0.5117
737.162,36.10,65.27,-0.4752
737.974,36.15,64.65,-0.5856
738.786,36.20,65.40,-0.4534
739.598,36.25,65.83,-0.3779
740.41,36.30,63.83,-0.7327
741.222,36.35,62.32,-1.0008
742.034,36.40,60.57,-1.3113
742.846,36.45,58.03,-1.7618
743.658,36.50,58.38,-1.7004
744.47,36.55,57.40,-1.8746
745.282,36.60,55.55,-2.2029
746.094,36.65,53.85,-2.5046
746.906,36.70,53.95,-2.4875
747.718,36.75,55.25,-2.2579
748.53,36.80,55.72,-2.1753
749.342,36.85,54.48,-2.3955
750.154,36.90,56.18,-2.0951
750.966,36.95,56.76,-1.9930
751.778,37.00,56.05,-2.1194
752.59,37.05,55.74,-2.1749
753.402,37.10,56.32,-2.0728
754.214,37.15,52.97,-2.6667
755.026,37.20,58.20,-1.7411
755.838,37.25,58.15,-1.7506
757,37.30,60.59,-1.3194
758.25,37.35,60.96,-1.2548
759.5,37.40,62.62,-0.9618
760.75,37.45,62.97,-0.9008
762,37.50,64.41,-0.6467
763.25,37.55,64.69,-0.5981
764.5,37.60,69.07,0.1766
765.75,37.65,68.17,0.0163
767,37.70,69.75,0.2951
768.25,37.75,71.54,0.6112
769.5,37.80,75.16,1.2513
770.75,37.85,75.10,1.2397
772,37.90,75.95,1.3893
773.25,37.95,76.63,1.5087
774.5,38.00,78.27,1.7982
775.75,38.05,79.27,1.9743
777,38.10,77.39,1.6404
778.25,38.15,77.35,1.6324
779.5,38.20,75.88,1.3710
781.5,38.25,75.16,1.2420
784,38.30,74.35,1.0966
786.5,38.35,74.99,1.2080
789,38.40,73.06,0.8643
791.5,38.45,68.91,0.1274
794,38.50,65.07,-0.5547
795.035,38.55,62.35,-1.0372
796.071,38.60,60.55,-1.3568
797.106,38.65,59.89,-1.4744
798.141,38.70,61.26,-1.2326
799.177,38.75,63.67,-0.8066
800.212,38.80,61.09,-1.2643
801.247,38.85,59.14,-1.6105
802.283,38.90,61.06,-1.2712
803.318,38.95,61.28,-1.2331
804.354,39.00,58.45,-1.7351
805.389,39.05,59.77,-1.5021
806.424,39.10,58.49,-1.7296
807.46,39.15,58.57,-1.7162
808.495,39.20,58.10,-1.8003
809.53,39.25,62.05,-1.1015
810.566,39.30,65.52,-0.4878
811.601,39.35,67.07,-0.2141
812.636,39.40,66.63,-0.2928
813.672,39.45,66.67,-0.2865
814.707,39.50,65.54,-0.4875
815.742,39.55,67.69,-0.1075
816.778,39.60,69.47,0.2069
817.813,39.65,68.60,0.0521
818.849,39.70,70.21,0.3364
819.884,39.75,71.17,0.5056
820.919,39.80,70.90,0.4570
821.955,39.85,73.16,0.8564
822.99,39.90,75.87,1.3356
824.025,39.95,75.63,1.2923
