Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend
2447.712,116.20,69.79,-1.0009
2448.883,116.25,71.55,-0.6901
2450.054,116.30,72.79,-0.4714
2451.225,116.35,73.68,-0.3147
2452.396,116.40,75.09,-0.0658
2453.568,116.45,75.91,0.0785
2454.739,116.50,75.71,0.0421
2455.91,116.55,75.99,0.0908
2457.081,116.60,76.77,0.2280
2458.252,116.65,78.19,0.4786
2459.423,116.70,78.77,0.5804
2460.595,116.75,79.24,0.6628
2461.766,116.80,79.40,0.6902
2462.937,116.85,79.44,0.6964
2464.108,116.90,79.47,0.7008
2465.279,116.95,78.24,0.4820
2466.45,117.00,79.13,0.6387
2467.622,117.05,78.86,0.5900
2468.793,117.10,78.91,0.5980
2469.964,117.15,78.75,0.5687
2471.135,117.20,78.53,0.5288
2472.306,117.25,78.13,0.4571
2473.478,117.30,77.16,0.2844
2474.649,117.35,76.20,0.1135
2475.82,117.40,74.44,-0.1991
2476.991,117.45,72.66,-0.5153
2478.162,117.50,71.07,-0.7978
2479.333,117.55,69.10,-1.1476
2480.504,117.60,64.64,-1.9383
2481.676,117.65,61.81,-2.4404
2482.847,117.70,60.41,-2.6893
2484.018,117.75,62.42,-2.3342
2485.189,117.80,62.90,-2.2501
2486.36,117.85,61.80,-2.4458
2487.531,117.90,59.98,-2.7691
2488.521,117.95,62.52,-2.3200
2489.388,118.00,64.99,-1.8832
2490.255,118.05,67.24,-1.4854
2491.123,118.10,67.76,-1.3940
2491.99,118.15,66.48,-1.6214
2492.857,118.20,66.50,-1.6185
2493.725,118.25,67.35,-1.4686
2494.592,118.30,70.20,-0.9646
2495.459,118.35,73.51,-0.3791
2496.327,118.40,75.22,-0.0769
2497.194,118.45,74.77,-0.1573
2498.061,118.50,76.38,0.1272
2498.929,118.55,77.09,0.2523
2499.796,118.60,77.51,0.3260
2500.663,118.65,78.53,0.5060
2501.531,118.70,78.42,0.4858
2502.398,118.75,77.57,0.3346
2503.265,118.80,76.70,0.1798
2504.133,118.85,73.39,-0.4070
2505,118.90,76.99,0.2299
2505.867,118.95,75.54,-0.0276
2506.735,119.00,75.48,-0.0389
2507.602,119.05,74.12,-0.2804
2508.469,119.10,73.42,-0.4051
2509.337,119.15,71.62,-0.7245
2510.204,119.20,66.02,-1.7170
2511.072,119.25,62.46,-2.3481
2511.939,119.30,63.94,-2.0867
2512.806,119.35,61.30,-2.5549
2513.674,119.40,63.56,-2.1553
2514.541,119.45,64.99,-1.9027
2515.408,119.50,62.83,-2.2860
2516.276,119.55,61.50,-2.5222
2517.143,119.60,58.91,-2.9815
2518.01,119.65,60.40,-2.7183
2518.877,119.70,60.92,-2.6269
2519.745,119.75,60.78,-2.6524
2520.612,119.80,61.01,-2.6123
2521.479,119.85,60.73,-2.6626
2522.404,119.90,61.46,-2.5340
2523.413,119.95,61.11,-2.5968
2524.422,120.00,58.49,-3.0616
2525.431,120.05,57.39,-3.2572
2526.44,120.10,59.87,-2.8187
2527.45,120.15,62.12,-2.4210
2528.459,120.20,65.41,-1.8392
2529.468,120.25,65.98,-1.7390
2530.477,120.30,63.32,-2.2109
2531.486,120.35,64.64,-1.9779
2532.496,120.40,67.93,-1.3960
2533.505,120.45,70.57,-0.9292
2534.514,120.50,74.15,-0.2960
2535.523,120.55,74.68,-0.2029
2536.532,120.60,75.60,-0.0408
2537.541,120.65,77.09,0.2223
2538.551,120.70,77.45,0.2853
2539.56,120.75,77.82,0.3501
2540.569,120.80,77.59,0.3085
2541.578,120.85,77.85,0.3538
2542.587,120.90,79.19,0.5903
2543.596,120.95,79.57,0.6569
2544.605,121.00,79.47,0.6384
2545.615,121.05,80.90,0.8908
2546.624,121.10,81.85,1.0583
2547.633,121.15,82.04,1.0912
2548.642,121.20,81.80,1.0479
2549.651,121.25,80.45,0.8080
2550.661,121.30,81.34,0.9648
2551.67,121.35,81.69,1.0260
2552.679,121.40,81.40,0.9739
2553.688,121.45,80.80,0.8669
2554.697,121.50,81.16,0.9298
2555.707,121.55,81.23,0.9415
2556.716,121.60,80.36,0.7866
2557.725,121.65,79.83,0.6919
2558.734,121.70,80.01,0.7230
2559.743,121.75,79.80,0.6851
2560.752,121.80,78.03,0.3708
2561.761,121.85,77.79,0.3275
2562.771,121.90,77.96,0.3569
2563.78,121.95,76.33,0.0674
2564.789,122.00,76.77,0.1445
2565.798,122.05,74.82,-0.2016
2566.606,122.10,74.37,-0.2819
2567.364,122.15,77.68,0.3037
2568.121,122.20,78.22,0.3988
2568.879,122.25,78.03,0.3645
2569.636,122.30,77.87,0.3356
2570.394,122.35,78.29,0.4094
2571.152,122.40,77.97,0.3521
2571.909,122.45,77.65,0.2949
2572.667,122.50,78.90,0.5157
2573.424,122.55,79.26,0.5788
2574.182,122.60,78.77,0.4915
2574.939,122.65,79.41,0.6042
2575.697,122.70,78.77,0.4903
2576.455,122.75,79.19,0.5641
2577.212,122.80,78.62,0.4625
2577.97,122.85,77.64,0.2884
2578.727,122.90,78.58,0.4543
2579.485,122.95,75.52,-0.0882
2580.242,123.00,76.94,0.1627
2581,123.05,76.47,0.0788
2582.61,123.10,73.85,-0.3864
2584.22,123.15,73.56,-0.4390
2585.83,123.20,72.80,-0.5749
2587.441,123.25,71.70,-0.7709
2589.051,123.30,72.68,-0.5986
2590.661,123.35,73.70,-0.4192
2592.271,123.40,73.32,-0.4878
2593.881,123.45,71.75,-0.7671
2595.491,123.50,69.54,-1.1597
2597.102,123.55,66.98,-1.6143
2598.712,123.60,66.41,-1.7165
2600.242,123.65,65.00,-1.9674
2601.453,123.70,63.67,-2.2039
2602.663,123.75,63.02,-2.3200
2603.874,123.80,63.42,-2.2501
2605.084,123.85,63.11,-2.3059
2606.295,123.90,62.42,-2.4290
2607.505,123.95,61.04,-2.6744
2608.716,124.00,63.70,-2.2042
2609.927,124.05,63.44,-2.2512
2611.137,124.10,61.66,-2.5674
2612.347,124.15,60.22,-2.8233
2613.558,124.20,62.50,-2.4205
2614.768,124.25,71.65,-0.8010
2615.979,124.30,72.99,-0.5646
2617.189,124.35,74.19,-0.3530
2618.4,124.40,75.15,-0.1839
2619.61,124.45,76.30,0.0188
2620.821,124.50,76.42,0.0391
2622.032,124.55,76.18,-0.0043
2623.242,124.60,78.98,0.4906
2624.453,124.65,79.20,0.5286
2625.663,124.70,80.91,0.8305
2626.874,124.75,79.99,0.6667
2628.084,124.80,81.01,0.8464
2629.295,124.85,80.17,0.6967
2630.505,124.90,80.28,0.7152
2631.716,124.95,80.02,0.6682
2632.926,125.00,79.83,0.6336
2634.137,125.05,76.49,0.0412
2635.347,125.10,79.08,0.4989
2636.558,125.15,78.18,0.3386
2637.768,125.20,78.12,0.3270
2638.979,125.25,76.48,0.0357
2640.189,125.30,76.16,-0.0219
2641.4,125.35,72.77,-0.6233
2642.611,125.40,73.25,-0.5392
2643.821,125.45,76.70,0.0709
2645.031,125.50,73.82,-0.4401
2646.226,125.55,70.70,-0.9936
2647.355,125.60,74.68,-0.2896
2648.484,125.65,75.60,-0.1276
2649.613,125.70,75.72,-0.1072
2650.742,125.75,75.66,-0.1187
2651.871,125.80,75.87,-0.0824
2653,125.85,77.26,0.1629
2654.129,125.90,78.54,0.3887
2655.258,125.95,79.25,0.5136
2656.387,126.00,79.99,0.6438
2657.516,126.05,81.03,0.8271
2658.645,126.10,80.78,0.7819
2659.774,126.15,80.86,0.7952
2660.903,126.20,80.82,0.7873
2662.032,126.25,80.17,0.6713
2663.161,126.30,81.31,0.8723
2664.29,126.35,81.43,0.8927
2665.419,126.40,82.29,1.0441
2666.548,126.45,81.73,0.9441
2667.677,126.50,81.29,0.8653
2668.806,126.55,80.71,0.7617
2669.935,126.60,82.83,1.1363
2671.064,126.65,82.54,1.0840
2672.193,126.70,82.09,1.0034
2673.323,126.75,81.47,0.8928
2674.452,126.80,81.57,0.9096
2675.581,126.85,79.48,0.5386
2676.71,126.90,80.20,0.6652
2677.839,126.95,79.69,0.5740
2678.968,127.00,79.40,0.5218
2680.097,127.05,78.42,0.3474
2681.226,127.10,77.55,0.1924
2682.355,127.15,76.07,-0.0706
2683.484,127.20,73.69,-0.4930
2684.613,127.25,72.09,-0.7772
2685.742,127.30,73.13,-0.5939
2686.871,127.35,72.44,-0.7170
2688,127.40,68.99,-1.3288
2688.795,127.45,69.61,-1.2196
2689.591,127.50,69.90,-1.1689
2690.386,127.55,69.89,-1.1713
2691.182,127.60,72.57,-0.6973
2691.977,127.65,71.59,-0.8714
2692.773,127.70,72.91,-0.6383
2693.568,127.75,72.88,-0.6442
2694.364,127.80,74.56,-0.3473
2695.159,127.85,74.91,-0.2859
2695.955,127.90,73.90,-0.4654
2696.75,127.95,76.26,-0.0481
2697.545,128.00,76.01,-0.0930
2698.341,128.05,75.23,-0.2317
2699.136,128.10,74.73,-0.3209
2699.932,128.15,76.18,-0.0647
2700.727,128.20,75.39,-0.2052
2701.523,128.25,75.04,-0.2679
2702.318,128.30,74.29,-0.4013
2703.114,128.35,74.88,-0.2974
2703.909,128.40,73.68,-0.5106
2704.704,128.45,71.82,-0.8406
2705.5,128.50,70.58,-1.0608
2706.295,128.55,72.23,-0.7692
2707.091,128.60,71.16,-0.9593
2707.886,128.65,71.38,-0.9210
2708.682,128.70,71.83,-0.8419
2709.477,128.75,70.40,-1.0958
2710.273,128.80,69.85,-1.1938
2711.068,128.85,68.42,-1.4477
2711.864,128.90,66.60,-1.7706
2712.659,128.95,67.17,-1.6703
2713.455,129.00,67.11,-1.6815
2714.25,129.05,67.57,-1.6007
2715.045,129.10,67.82,-1.5570
2715.841,129.15,65.03,-2.0517
2716.983,129.20,67.50,-1.6152
2718.213,129.25,69.10,-1.3328
2719.443,129.30,67.85,-1.5551
2720.672,129.35,69.79,-1.2125
2721.901,129.40,68.83,-1.3834
2723.131,129.45,70.60,-1.0709
2724.361,129.50,69.05,-1.3464
2725.59,129.55,69.53,-1.2623
2726.82,129.60,69.83,-1.2102
2728.049,129.65,70.15,-1.1544
2729.279,129.70,70.22,-1.1430
2730.508,129.75,70.67,-1.0643
2731.738,129.80,73.28,-0.6030
2732.967,129.85,75.03,-0.2940
2734.197,129.90,75.55,-0.2029
2735.426,129.95,76.37,-0.0586
2736.656,130.00,76.57,-0.0241
2737.885,130.05,75.77,-0.1668
2739.115,130.10,77.31,0.1050
2740.344,130.15,77.93,0.2139
2741.573,130.20,77.33,0.1067
2742.803,130.25,76.96,0.0402
2744.033,130.30,78.12,0.2447
2745.262,130.35,79.13,0.4226
2746.491,130.40,78.76,0.3561
2747.721,130.45,77.95,0.2117
2748.951,130.50,80.10,0.5915
2750.18,130.55,79.62,0.5055
2751.41,130.60,79.38,0.4621
2752.639,130.65,78.86,0.3690
2753.869,130.70,79.79,0.5328
2755.098,130.75,79.28,0.4415
2756.328,130.80,78.29,0.2652
2757.557,130.85,77.98,0.2094
2758.787,130.90,77.49,0.1216
2760.016,130.95,77.50,0.1225
2761.246,131.00,77.43,0.1091
2762.475,131.05,77.06,0.0426
2763.705,131.10,77.07,0.0435
2764.934,131.15,76.35,-0.0850
2766.164,131.20,75.85,-0.1745
2767.393,131.25,75.74,-0.1949
2768.623,131.30,75.51,-0.2366
2769.853,131.35,74.86,-0.3527
2771.082,131.40,77.18,0.0572
2772.311,131.45,77.73,0.1537
2773.541,131.50,78.22,0.2395
2774.771,131.55,77.73,0.1518
2776,131.60,77.72,0.1490
2777.229,131.65,74.47,-0.4275
2778.459,131.70,71.44,-0.9651
2779.688,131.75,74.92,-0.3497
2780.918,131.80,78.83,0.3418
2782.147,131.85,78.68,0.3143
2783.377,131.90,78.85,0.3434
2784.606,131.95,78.78,0.3301
2785.836,132.00,79.08,0.3823
2787.065,132.05,78.78,0.3282
2788.295,132.10,78.67,0.3078
2789.524,132.15,79.17,0.3953
2790.754,132.20,78.62,0.2970
2791.983,132.25,77.98,0.1827
2793.213,132.30,77.12,0.0294
2794.443,132.35,75.01,-0.3452
2795.672,132.40,73.39,-0.6331
2796.901,132.45,73.89,-0.5455
2798.131,132.50,73.62,-0.5942
2799.361,132.55,73.24,-0.6625
2800.59,132.60,72.10,-0.8653
2801.819,132.65,71.95,-0.8929
2803.049,132.70,70.27,-1.1913
2804.279,132.75,71.62,-0.9532
2805.508,132.80,72.21,-0.8497
2806.741,132.85,66.17,-1.9203
2807.976,132.90,70.49,-1.1562
2809.211,132.95,71.53,-0.9730
2810.447,133.00,72.81,-0.7472
2811.682,133.05,73.22,-0.6756
2812.918,133.10,74.54,-0.4428
2814.153,133.15,75.80,-0.2206
2815.388,133.20,78.13,0.1911
2816.623,133.25,78.31,0.2220
2817.859,133.30,79.23,0.3840
2819.094,133.35,79.69,0.4645
2820.329,133.40,80.35,0.5804
2821.564,133.45,81.23,0.7353
2822.8,133.50,81.89,0.8513
2824.035,133.55,79.18,0.3704
2825.271,133.60,81.75,0.8246
2826.506,133.65,82.18,0.8997
2827.741,133.70,81.50,0.7784
2828.976,133.75,81.40,0.7597
2830.212,133.80,81.37,0.7534
2831.447,133.85,81.32,0.7436
2832.682,133.90,80.96,0.6789
2833.917,133.95,80.82,0.6531
2835.153,134.00,80.59,0.6115
2836.388,134.05,79.46,0.4104
2837.624,134.10,78.04,0.1579
2838.859,134.15,77.24,0.0153
2840.094,134.20,76.13,-0.1822
2841.329,134.25,75.94,-0.2169
2842.565,134.30,70.75,-1.1370
2843.8,134.35,74.88,-0.4065
2845.035,134.40,73.69,-0.6182
2846.271,134.45,73.09,-0.7254
2847.506,134.50,73.41,-0.6697
2848.648,134.55,74.09,-0.5502
2849.727,134.60,74.14,-0.5421
2850.807,134.65,75.14,-0.3659
2851.886,134.70,73.11,-0.7262
2852.966,134.75,76.44,-0.1373
2854.045,134.80,76.50,-0.1275
2855.125,134.85,78.43,0.2134
2856.204,134.90,79.21,0.3507
2857.284,134.95,79.49,0.3995
2858.364,135.00,80.15,0.5155
2859.443,135.05,78.96,0.3039
2860.523,135.10,80.02,0.4908
2861.602,135.15,81.39,0.7326
2862.682,135.20,81.19,0.6964
2863.761,135.25,81.25,0.7062
2864.841,135.30,81.26,0.7071
2865.921,135.35,80.46,0.5646
2867,135.40,81.02,0.6629
2868.079,135.45,80.66,0.5983
2869.159,135.50,79.93,0.4682
2870.239,135.55,79.43,0.3788
2871.318,135.60,77.20,-0.0170
2872.397,135.65,77.61,0.0548
2873.477,135.70,75.82,-0.2630
2874.557,135.75,76.23,-0.1913
2875.636,135.80,75.64,-0.2966
2876.716,135.85,74.96,-0.4178
2877.795,135.90,74.40,-0.5179
2878.875,135.95,72.56,-0.8446
2879.955,136.00,71.41,-1.0491
2881.034,136.05,74.03,-0.5859
2882.114,136.10,75.90,-0.2556
2883.193,136.15,74.47,-0.5096
2884.273,136.20,75.05,-0.4078
2885.352,136.25,76.00,-0.2404
2886.465,136.30,76.08,-0.2271
2887.628,136.35,75.44,-0.3413
2888.791,136.40,76.53,-0.1492
2889.953,136.45,74.18,-0.5662
2891.116,136.50,76.80,-0.1031
2892.279,136.55,79.07,0.2980
2893.442,136.60,79.18,0.3166
2894.604,136.65,80.16,0.4892
2895.767,136.70,80.16,0.4883
2896.93,136.75,81.25,0.6804
2898.093,136.80,81.64,0.7486
2899.256,136.85,80.27,0.5051
2900.418,136.90,80.50,0.5449
2901.581,136.95,81.34,0.6928
2902.744,137.00,81.52,0.7238
2903.907,137.05,81.61,0.7388
2905.07,137.10,80.80,0.5944
2906.232,137.15,81.03,0.6343
2907.395,137.20,81.31,0.6830
2908.558,137.25,80.82,0.5953
2909.721,137.30,79.77,0.4084
2910.884,137.35,78.22,0.1330
2912.046,137.40,78.85,0.2437
2913.209,137.45,77.85,0.0657
2914.372,137.50,76.46,-0.1814
2915.535,137.55,75.80,-0.2992
2916.698,137.60,78.18,0.1214
2917.86,137.65,77.26,-0.0424
2919.023,137.70,76.20,-0.2310
2920.186,137.75,74.77,-0.4852
2921.349,137.80,70.94,-1.1644
2922.512,137.85,70.98,-1.1582
2923.674,137.90,72.05,-0.9696
2924.837,137.95,72.39,-0.9103
2926,138.00,72.50,-0.8917
2927.066,138.05,73.06,-0.7934
2928.131,138.10,72.52,-0.8898
2929.197,138.15,73.29,-0.7543
2930.262,138.20,71.27,-1.1129
2931.328,138.25,73.86,-0.6550
2932.394,138.30,75.32,-0.3973
2933.459,138.35,75.71,-0.3290
2934.524,138.40,78.56,0.1749
2935.59,138.45,78.61,0.1829
2936.656,138.50,78.85,0.2246
2937.721,138.55,78.90,0.2326
2938.787,138.60,78.13,0.0954
2939.852,138.65,79.55,0.3461
2940.918,138.70,80.10,0.4427
2941.984,138.75,81.40,0.6721
2943.049,138.80,81.57,0.7014
2944.115,138.85,82.46,0.8582
2945.18,138.90,81.28,0.6484
2946.246,138.95,79.53,0.3376
2947.312,139.00,81.17,0.6272
2948.377,139.05,81.99,0.7716
2949.443,139.10,81.63,0.7070
2950.508,139.15,80.58,0.5202
2951.574,139.20,82.79,0.9108
2952.639,139.25,82.64,0.8834
2953.705,139.30,81.95,0.7604
2954.771,139.35,82.21,0.8056
2955.836,139.40,82.34,0.8278
2956.902,139.45,82.06,0.7774
2957.967,139.50,81.77,0.7252
2959.033,139.55,81.44,0.6659
2960.098,139.60,81.29,0.6386
2961.164,139.65,80.90,0.5687
2962.229,139.70,80.32,0.4651
2963.295,139.75,80.39,0.4767
2964.361,139.80,81.19,0.6175
2965.426,139.85,80.97,0.5778
2966.492,139.90,81.17,0.6123
2967.557,139.95,80.94,0.5708
2968.623,140.00,77.94,0.0387
2969.688,140.05,67.20,-1.8642
2970.754,140.10,77.42,-0.0551
2971.82,140.15,77.75,0.0025
2972.885,140.20,77.04,-0.1240
2973.951,140.25,76.76,-0.1744
2975.016,140.30,75.53,-0.3931
2976.082,140.35,74.29,-0.6135
