1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
1020.443,48.45,74.75,0.9841,1338.0,0.0,4.098,-0.6771,578.23,28.51,40.08,0.0,0.0,0.0,30.37,614.56,17.53,1338.0,0.0,0.0,0.0,0.0
1021.836,48.5,76.51,1.2947,1340.0,0.0,4.147,-0.8235,578.65,28.53,28.65,0.0,0.0,0.0,30.39,615.02,17.4,1340.0,0.0,0.0,0.0,0.0
1023.2289999999999,48.55,74.51,0.9395,1342.0,0.0,4.12,-0.7457,578.86,28.54,50.64,0.0,0.0,0.0,30.41,615.57,17.27,1342.0,0.0,0.0,0.0,0.0
1024.623,48.6,71.97,0.4885,1344.0,0.0,3.883,-0.0482,579.7,28.58,131.54,0.0,0.0,0.0,30.42,615.85,16.81,1344.0,0.0,0.0,0.0,0.0
1026.016,48.65,70.12,0.1598,1346.0,0.0,3.8569999999999998,0.0267,580.11,28.6,82.52,0.0,0.0,0.0,30.44,616.41,17.66,1346.0,0.0,0.0,0.0,0.0
1027.41,48.7,74.68,0.9663,1348.0,0.0,3.6719999999999997,0.5707,580.53,28.62,74.17,0.0,0.0,0.0,30.46,616.97,16.69,1348.0,0.0,0.0,0.0,0.0
1028.803,48.75,77.48,1.4611,1350.0,0.0,3.5860000000000003,0.8226,580.95,28.64,78.38,0.0,0.0,0.0,30.47,617.25,18.26,1350.0,0.0,0.0,0.0,0.0
1030.197,48.8,79.7,1.8532,1352.0,0.0,3.486,1.1159,581.37,28.66,73.48,0.0,0.0,0.0,30.49,617.8,16.31,1352.0,0.0,0.0,0.0,0.0
1031.59,48.85,77.33,1.4324,1354.0,0.0,3.412,1.3324,581.79,28.68,80.08,0.0,0.0,0.0,30.51,618.36,16.23,1354.0,0.0,0.0,0.0,0.0
1032.984,48.9,78.42,1.6244,1356.0,0.0,3.5,1.0709,582.21,28.7,40.51,0.0,0.0,0.0,30.53,618.95,16.28,1356.0,0.0,0.0,0.0,0.0
1034.377,48.95,76.18,1.2266,1358.0,0.0,3.551,0.9186,582.62,28.72,43.38,0.0,0.0,0.0,30.54,619.3,16.41,1358.0,0.0,0.0,0.0,0.0
1035.77,49.0,75.6,1.1228,1360.0,0.0,3.628,0.6895,583.25,28.75,43.96,0.0,0.0,0.0,30.56,620.0,16.5,1360.0,0.0,0.0,0.0,0.0
1037.164,49.05,75.68,1.1359,1362.0,0.0,3.7969999999999997,0.189,583.62,28.77,67.18,0.0,0.0,0.0,30.58,620.69,16.07,1362.0,0.0,0.0,0.0,0.0
1038.268,49.1,76.16,1.22,1364.0,0.0,3.984,-0.3646,584.0,28.79,14.24,0.0,0.0,0.0,30.59,621.04,16.45,1364.0,0.0,0.0,0.0,0.0
1038.937,49.15,75.13,1.0371,1366.0,0.0,3.988,-0.3783,584.37,28.81,44.49,0.0,0.0,0.0,30.61,621.74,16.5,1366.0,0.0,0.0,0.0,0.0
1039.607,49.2,70.83,0.275,1368.0,0.0,4.184,-0.9584,584.74,28.83,43.2,0.0,0.0,0.0,30.63,622.44,15.76,1368.0,0.0,0.0,0.0,0.0
1040.276,49.25,71.53,0.3985,1370.0,0.0,4.0360000000000005,-0.5236,585.11,28.85,34.05,0.0,0.0,0.0,30.65,623.13,16.94,1370.0,0.0,0.0,0.0,0.0
1040.9460000000001,49.3,68.74,-0.0961,1372.0,0.0,4.284,-1.2572,585.48,28.87,30.69,0.0,0.0,0.0,30.66,623.48,16.17,1372.0,0.0,0.0,0.0,0.0
1041.615,49.35,64.67,-0.8175,1374.0,0.0,4.206,-1.0289,585.86,28.89,26.75,0.0,0.0,0.0,30.68,624.18,14.75,1374.0,0.0,0.0,0.0,0.0
1042.285,49.4,66.56,-0.4833,1376.0,0.0,4.082,-0.6648,586.23,28.91,23.58,0.0,0.0,0.0,30.7,624.88,14.53,1376.0,0.0,0.0,0.0,0.0
1042.954,49.45,68.5,-0.1402,1378.0,0.0,4.197,-1.006,586.6,28.93,27.34,0.0,0.0,0.0,30.71,625.23,14.74,1378.0,0.0,0.0,0.0,0.0
1043.623,49.5,69.43,0.024,1380.0,0.0,4.053999999999999,-0.5859,587.16,28.96,23.37,0.0,0.0,0.0,30.73,625.92,14.48,1380.0,0.0,0.0,0.0,0.0
1044.2930000000001,49.55,69.35,0.0093,1382.0,0.0,3.965,-0.3251,589.39,29.08,113.87,0.0,0.0,0.0,30.75,626.62,13.96,1382.0,0.0,0.0,0.0,0.0
1044.962,49.6,68.81,-0.0869,1384.0,0.0,3.823,0.0921,589.76,29.1,109.55,0.0,0.0,0.0,30.77,627.32,14.8,1384.0,0.0,0.0,0.0,0.0
1045.632,49.65,68.86,-0.0785,1386.0,0.0,3.722,0.3883,590.13,29.12,130.6,0.0,0.0,0.0,30.78,627.66,14.24,1386.0,0.0,0.0,0.0,0.0
1046.3010000000002,49.7,68.66,-0.1145,1388.0,0.0,3.614,0.7051,590.5,29.14,51.27,0.0,0.0,0.0,30.8,628.36,11.09,1388.0,0.0,0.0,0.0,0.0
1046.971,49.75,69.42,0.0196,1390.0,0.0,3.719,0.3935,591.06,29.17,42.57,0.0,0.0,0.0,30.82,629.06,13.19,1390.0,0.0,0.0,0.0,0.0
1047.64,49.8,69.73,0.074,1392.0,0.0,3.588,0.7782,591.8,29.21,21.98,0.0,0.0,0.0,30.83,629.41,13.89,1392.0,0.0,0.0,0.0,0.0
1048.31,49.85,70.36,0.185,1394.0,0.0,3.701,0.4429,592.17,29.23,38.84,0.0,0.0,0.0,30.85,630.1,14.47,1394.0,0.0,0.0,0.0,0.0
1048.979,49.9,69.95,0.1119,1396.0,0.0,3.542,0.9102,592.55,29.25,35.56,0.0,0.0,0.0,30.87,630.8,14.64,1396.0,0.0,0.0,0.0,0.0
1049.649,49.95,70.74,0.2513,1398.0,0.0,3.495,1.0471,592.92,29.27,37.95,0.0,0.0,0.0,30.89,631.49,15.08,1398.0,0.0,0.0,0.0,0.0
1050.318,50.0,69.03,-0.0521,1400.0,0.0,3.556,0.8652,593.29,29.29,50.38,0.0,0.0,0.0,30.9,631.77,14.79,1400.0,0.0,0.0,0.0,0.0
1050.987,50.05,66.96,-0.4192,1402.0,0.0,3.6460000000000004,0.5978,593.66,29.31,42.15,0.0,0.0,0.0,30.92,632.33,15.23,1402.0,0.0,0.0,0.0,0.0
1051.657,50.1,67.37,-0.3471,1404.0,0.0,3.714,0.3954,594.03,29.33,44.98,0.0,0.0,0.0,30.94,632.89,15.34,1404.0,0.0,0.0,0.0,0.0
1052.326,50.15,66.46,-0.5088,1406.0,0.0,3.9760000000000004,-0.3796,594.41,29.35,46.94,0.0,0.0,0.0,30.96,633.44,15.11,1406.0,0.0,0.0,0.0,0.0
1052.996,50.2,66.0,-0.5907,1408.0,0.0,3.965,-0.3489,594.96,29.38,48.89,0.0,0.0,0.0,30.98,634.0,15.26,1408.0,0.0,0.0,0.0,0.0
1053.665,50.25,64.4,-0.8746,1410.0,0.0,4.2219999999999995,-1.1091,595.71,29.42,41.08,0.0,0.0,0.0,31.0,634.56,15.86,1410.0,0.0,0.0,0.0,0.0
1054.335,50.3,63.14,-1.0983,1412.0,0.0,4.359,-1.5152,596.08,29.44,30.67,0.0,0.0,0.0,31.01,634.84,15.69,1412.0,0.0,0.0,0.0,0.0
1055.004,50.35,64.19,-0.9129,1414.0,0.0,4.217,-1.098,596.45,29.46,38.86,0.0,0.0,0.0,31.03,635.4,15.31,1414.0,0.0,0.0,0.0,0.0
1055.674,50.4,67.96,-0.2457,1416.0,0.0,3.955,-0.3268,596.82,29.48,43.74,0.0,0.0,0.0,31.05,635.95,15.88,1416.0,0.0,0.0,0.0,0.0
1056.343,50.45,71.53,0.386,1418.0,0.0,3.842,0.0048,597.19,29.5,79.04,0.0,0.0,0.0,31.07,636.51,16.13,1418.0,0.0,0.0,0.0,0.0
1057.013,50.5,74.64,0.9363,1420.0,0.0,3.964,-0.357,597.57,29.52,36.35,0.0,0.0,0.0,31.09,636.96,14.98,1420.0,0.0,0.0,0.0,0.0
1057.682,50.55,76.34,1.2368,1422.0,0.0,3.805,0.1103,597.94,29.54,9.54,0.0,0.0,0.0,31.11,637.41,15.67,1422.0,0.0,0.0,0.0,0.0
1058.351,50.6,79.04,1.7145,1424.0,0.0,3.747,0.2796,598.31,29.56,32.66,0.0,0.0,0.0,31.12,637.63,16.58,1424.0,0.0,0.0,0.0,0.0
1059.021,50.65,80.85,2.0345,1426.0,0.0,3.719,0.3604,598.87,29.59,35.29,0.0,0.0,0.0,31.14,638.08,16.07,1426.0,0.0,0.0,0.0,0.0
1059.69,50.7,80.97,2.0553,1428.0,0.0,3.5669999999999997,0.8071,599.61,29.63,49.86,0.0,0.0,0.0,31.16,638.52,15.67,1428.0,0.0,0.0,0.0,0.0
1060.36,50.75,80.88,2.0388,1430.0,0.0,3.513,0.9646,599.98,29.65,36.2,0.0,0.0,0.0,31.18,638.97,15.34,1430.0,0.0,0.0,0.0,0.0
1061.029,50.8,81.68,2.18,1432.0,0.0,3.3819999999999997,1.3493,600.35,29.67,27.86,0.0,0.0,0.0,31.2,639.42,15.18,1432.0,0.0,0.0,0.0,0.0
1061.6989999999998,50.85,81.06,2.0696,1434.0,0.0,3.39,1.3239,600.73,29.69,33.73,0.0,0.0,0.0,31.22,639.86,14.97,1434.0,0.0,0.0,0.0,0.0
1062.368,50.9,80.91,2.0426,1436.0,0.0,3.227,1.803,601.1,29.71,62.23,0.0,0.0,0.0,31.24,640.31,14.94,1436.0,0.0,0.0,0.0,0.0
1063.038,50.95,80.41,1.9535,1438.0,0.0,3.2430000000000003,1.7539,601.47,29.73,42.55,0.0,0.0,0.0,31.25,640.53,13.45,1438.0,0.0,0.0,0.0,0.0
1063.7069999999999,51.0,80.06,1.891,1440.0,0.0,3.2880000000000003,1.6193,601.84,29.75,25.61,0.0,0.0,0.0,31.27,640.98,14.15,1440.0,0.0,0.0,0.0,0.0
1064.377,51.05,79.45,1.7824,1442.0,0.0,3.338,1.4699,602.21,29.77,24.22,0.0,0.0,0.0,31.29,641.42,14.83,1442.0,0.0,0.0,0.0,0.0
1065.046,51.1,80.19,1.913,1444.0,0.0,3.3339999999999996,1.4799,602.77,29.8,19.89,0.0,0.0,0.0,31.31,641.87,14.84,1444.0,0.0,0.0,0.0,0.0
1065.715,51.15,77.52,1.4396,1446.0,0.0,3.35,1.4309,603.14,29.82,40.27,0.0,0.0,0.0,31.33,642.32,16.31,1446.0,0.0,0.0,0.0,0.0
1066.385,51.2,78.95,1.6923,1448.0,0.0,3.342,1.4526,603.51,29.84,23.04,0.0,0.0,0.0,31.35,642.76,17.23,1448.0,0.0,0.0,0.0,0.0
1067.0539999999999,51.25,79.11,1.7201,1450.0,0.0,3.4989999999999997,0.9875,603.88,29.86,18.63,0.0,0.0,0.0,31.36,642.98,15.72,1450.0,0.0,0.0,0.0,0.0
1067.724,51.3,78.76,1.6576,1452.0,0.0,3.826,0.0208,604.26,29.88,15.92,0.0,0.0,0.0,31.38,643.43,15.39,1452.0,0.0,0.0,0.0,0.0
1068.393,51.35,77.89,1.503,1454.0,0.0,4.25,-1.2321,604.63,29.9,17.44,0.0,0.0,0.0,31.4,643.88,14.78,1454.0,0.0,0.0,0.0,0.0
1069.063,51.4,76.32,1.2245,1456.0,0.0,4.311,-1.414,605.37,29.94,15.31,0.0,0.0,0.0,31.42,644.32,14.57,1456.0,0.0,0.0,0.0,0.0
1069.732,51.45,74.9,0.9725,1458.0,0.0,4.238,-1.2004,605.74,29.96,18.2,0.0,0.0,0.0,31.44,644.77,15.23,1458.0,0.0,0.0,0.0,0.0
1071.333,51.5,73.6,0.741,1460.0,0.0,4.099,-0.7921,606.12,29.98,19.33,0.0,0.0,0.0,31.46,645.21,14.43,1460.0,0.0,0.0,0.0,0.0
1073.556,51.55,74.79,0.95,1462.0,0.0,4.071000000000001,-0.7113,606.53,30.0,12.26,0.0,0.0,0.0,31.47,645.44,15.78,1462.0,0.0,0.0,0.0,0.0
1075.778,51.6,74.78,0.9465,1464.0,0.0,4.218,-1.1469,607.58,30.05,16.4,0.0,0.0,0.0,31.49,645.88,14.84,1464.0,0.0,0.0,0.0,0.0
1078.0,51.65,74.24,0.8492,1466.0,0.0,3.995,-0.4907,608.0,30.07,15.84,0.0,0.0,0.0,31.51,646.33,16.57,1466.0,0.0,0.0,0.0,0.0
1080.222,51.7,73.61,0.7359,1468.0,0.0,3.865,-0.109,608.42,30.09,15.39,0.0,0.0,0.0,31.53,646.78,14.64,1468.0,0.0,0.0,0.0,0.0
1082.444,51.75,71.69,0.3941,1470.0,0.0,3.636,0.5649,608.84,30.11,11.86,0.0,0.0,0.0,31.55,647.22,14.63,1470.0,0.0,0.0,0.0,0.0
1084.667,51.8,72.75,0.5801,1472.0,0.0,3.424,1.1886,609.25,30.13,25.7,0.0,0.0,0.0,31.57,647.67,14.61,1472.0,0.0,0.0,0.0,0.0
1086.889,51.85,70.68,0.2118,1474.0,0.0,3.38,1.3166,609.67,30.15,15.37,0.0,0.0,0.0,31.58,647.89,14.88,1474.0,0.0,0.0,0.0,0.0
1089.111,51.9,68.81,-0.1211,1476.0,0.0,3.3160000000000003,1.5037,610.1,30.17,17.87,0.0,0.0,0.0,31.6,648.34,15.66,1476.0,0.0,0.0,0.0,0.0
1091.333,51.95,66.29,-0.5691,1478.0,0.0,3.4410000000000003,1.133,610.33,30.18,12.72,0.0,0.0,0.0,31.62,648.78,15.24,1478.0,0.0,0.0,0.0,0.0
1093.556,52.0,63.09,-1.1376,1480.0,0.0,3.392,1.2757,610.77,30.2,15.8,0.0,0.0,0.0,31.64,649.23,15.39,1480.0,0.0,0.0,0.0,0.0
1095.778,52.05,60.12,-1.6653,1482.0,0.0,3.444,1.1205,611.22,30.22,32.02,0.0,0.0,0.0,31.66,649.68,15.1,1482.0,0.0,0.0,0.0,0.0
1098.0,52.1,60.06,-1.6776,1484.0,0.0,3.5669999999999997,0.7557,611.44,30.23,17.32,0.0,0.0,0.0,31.68,650.12,13.4,1484.0,0.0,0.0,0.0,0.0
1099.187,52.15,60.76,-1.5546,1486.0,0.0,3.403,1.2378,611.89,30.25,17.5,0.0,0.0,0.0,31.7,650.57,16.11,1486.0,0.0,0.0,0.0,0.0
1100.373,52.2,65.34,-0.7444,1488.0,0.0,3.424,1.174,612.33,30.27,17.53,0.0,0.0,0.0,31.72,651.01,14.66,1488.0,0.0,0.0,0.0,0.0
1101.559,52.25,68.3,-0.2211,1490.0,0.0,3.536,0.8416,612.78,30.29,18.99,0.0,0.0,0.0,31.74,651.46,13.65,1490.0,0.0,0.0,0.0,0.0
1102.746,52.3,70.35,0.1411,1492.0,0.0,3.7030000000000003,0.347,613.0,30.3,34.22,0.0,0.0,0.0,31.76,651.9,13.53,1492.0,0.0,0.0,0.0,0.0
1103.932,52.35,72.21,0.4696,1494.0,0.0,4.082,-0.7731,613.45,30.32,19.98,0.0,0.0,0.0,31.79,652.52,15.1,1494.0,0.0,0.0,0.0,0.0
1105.119,52.4,73.61,0.7166,1496.0,0.0,4.3069999999999995,-1.4389,613.89,30.34,23.83,0.0,0.0,0.0,31.81,652.94,13.41,1496.0,0.0,0.0,0.0,0.0
1106.305,52.45,73.76,0.7422,1498.0,0.0,4.239,-1.2401,614.12,30.35,20.89,0.0,0.0,0.0,31.81,652.94,14.77,1498.0,0.0,0.0,0.0,0.0
1107.492,52.5,73.32,0.6634,1500.0,0.0,4.198,-1.1209,614.56,30.37,22.56,0.0,0.0,0.0,31.83,653.36,15.38,1500.0,0.0,0.0,0.0,0.0
1108.678,52.55,71.55,0.349,1503.0,0.0,4.292,-1.401,615.02,30.39,50.13,0.0,0.0,0.0,31.83,653.36,15.14,1503.0,0.0,0.0,0.0,0.0
1109.864,52.6,69.79,0.0364,1505.0,0.0,4.221,-1.1934,615.57,30.41,26.41,0.0,0.0,0.0,31.85,653.78,15.39,1505.0,0.0,0.0,0.0,0.0
1111.0510000000002,52.65,71.87,0.4038,1508.0,0.0,4.096,-0.8273,615.85,30.42,31.79,0.0,0.0,0.0,31.85,653.78,14.1,1508.0,0.0,0.0,0.0,0.0
1112.237,52.7,71.46,0.3303,1510.0,0.0,4.02,-0.6049,616.41,30.44,54.9,0.0,0.0,0.0,31.87,654.2,14.68,1510.0,0.0,0.0,0.0,0.0
1113.424,52.75,71.12,0.2692,1513.0,0.0,3.741,0.2156,616.97,30.46,33.19,0.0,0.0,0.0,31.88,654.41,14.84,1513.0,0.0,0.0,0.0,0.0
1114.61,52.8,69.86,0.0451,1515.0,0.0,3.694,0.3525,617.25,30.47,65.65,0.0,0.0,0.0,31.89,654.61,11.45,1515.0,0.0,0.0,0.0,0.0
1115.797,52.85,69.25,-0.0639,1518.0,0.0,3.786,0.0783,618.36,30.51,88.43,0.0,0.0,0.0,31.9,654.82,13.3,1518.0,0.0,0.0,0.0,0.0
1116.983,52.9,69.0,-0.1091,1520.0,0.0,3.657,0.4571,618.95,30.53,86.88,0.0,0.0,0.0,31.91,655.03,13.5,1520.0,0.0,0.0,0.0,0.0
1118.17,52.95,68.2,-0.2517,1523.0,0.0,3.662,0.4396,619.3,30.54,101.19,0.0,0.0,0.0,31.92,655.24,12.81,1523.0,0.0,0.0,0.0,0.0
1119.356,53.0,66.31,-0.5873,1525.0,0.0,3.697,0.3344,620.0,30.56,111.21,0.0,0.0,0.0,31.93,655.45,13.28,1525.0,0.0,0.0,0.0,0.0
1120.542,53.05,63.24,-1.1319,1528.0,0.0,3.875,-0.1935,620.69,30.58,99.04,0.0,0.0,0.0,31.94,655.65,13.41,1528.0,0.0,0.0,0.0,0.0
1121.729,53.1,59.62,-1.7739,1530.0,0.0,3.984,-0.517,621.04,30.59,120.58,0.0,0.0,0.0,31.95,655.83,12.3,1530.0,0.0,0.0,0.0,0.0
1122.915,53.15,57.45,-2.1592,1533.0,0.0,4.1819999999999995,-1.104,621.74,30.61,112.84,0.0,0.0,0.0,31.97,656.21,13.85,1533.0,0.0,0.0,0.0,0.0
1124.1019999999999,53.2,58.52,-1.9706,1535.0,0.0,4.385,-1.7048,622.44,30.63,120.45,0.0,0.0,0.0,31.99,656.58,14.2,1535.0,0.0,0.0,0.0,0.0
1125.288,53.25,59.44,-1.8086,1538.0,0.0,4.352,-1.6102,623.13,30.65,114.57,0.0,0.0,0.0,32.01,656.95,15.21,1538.0,0.0,0.0,0.0,0.0
1126.514,53.3,58.26,-2.0185,1540.0,0.0,4.383,-1.7035,623.48,30.66,137.03,0.0,0.0,0.0,32.03,657.32,14.68,1540.0,0.0,0.0,0.0,0.0
1127.799,53.35,58.34,-2.0053,1543.0,0.0,4.333,-1.5587,624.18,30.68,128.16,0.0,0.0,0.0,32.05,657.69,14.01,1543.0,0.0,0.0,0.0,0.0
1129.0839999999998,53.4,59.4,-1.8186,1545.0,0.0,4.071000000000001,-0.7875,624.88,30.7,145.57,0.0,0.0,0.0,32.07,658.06,14.89,1545.0,0.0,0.0,0.0,0.0
1130.37,53.45,62.28,-1.3095,1548.0,0.0,3.958,-0.4568,625.23,30.71,152.02,0.0,0.0,0.0,32.09,658.44,15.22,1548.0,0.0,0.0,0.0,0.0
1131.655,53.5,62.33,-1.3017,1550.0,0.0,3.823,-0.0603,625.92,30.73,144.02,0.0,0.0,0.0,32.11,658.81,16.31,1550.0,0.0,0.0,0.0,0.0
1132.94,53.55,62.9,-1.2017,1553.0,0.0,3.679,0.3618,626.62,30.75,143.9,0.0,0.0,0.0,32.13,659.18,14.4,1553.0,0.0,0.0,0.0,0.0
1134.225,53.6,61.82,-1.394,1555.0,0.0,3.721,0.2361,627.32,30.77,124.69,0.0,0.0,0.0,32.15,659.55,16.61,1555.0,0.0,0.0,0.0,0.0
1135.51,53.65,61.99,-1.3649,1558.0,0.0,3.7880000000000003,0.0356,627.66,30.78,124.99,0.0,0.0,0.0,32.17,659.92,13.76,1558.0,0.0,0.0,0.0,0.0
1136.795,53.7,60.22,-1.6794,1560.0,0.0,3.7510000000000003,0.143,628.36,30.8,123.9,0.0,0.0,0.0,32.19,660.3,14.75,1560.0,0.0,0.0,0.0,0.0
1138.08,53.75,65.01,-0.832,1563.0,0.0,3.577,0.6536,629.06,30.82,282.62,0.0,0.0,0.0,32.21,660.67,16.61,1563.0,0.0,0.0,0.0,0.0
1139.365,53.8,64.64,-0.8986,1565.0,0.0,3.5580000000000003,0.7079,629.41,30.83,173.66,0.0,0.0,0.0,32.23,661.04,13.99,1565.0,0.0,0.0,0.0,0.0
1140.651,53.85,64.18,-0.981,1568.0,0.0,3.727,0.2064,630.1,30.85,196.57,0.0,0.0,0.0,32.25,661.41,14.22,1568.0,0.0,0.0,0.0,0.0
1141.9360000000001,53.9,65.57,-0.7359,1570.0,0.0,3.839,-0.1259,630.8,30.87,209.81,0.0,0.0,0.0,32.27,661.78,13.44,1570.0,0.0,0.0,0.0,0.0
1143.221,53.95,68.64,-0.1932,1573.0,0.0,4.1739999999999995,-1.1171,631.49,30.89,251.98,0.0,0.0,0.0,32.29,662.15,14.0,1573.0,0.0,0.0,0.0,0.0
1144.506,54.0,68.86,-0.1552,1575.0,0.0,4.231,-1.2872,631.77,30.9,178.95,0.0,0.0,0.0,32.31,662.52,15.37,1575.0,0.0,0.0,0.0,0.0
1145.7910000000002,54.05,68.25,-0.2642,1578.0,0.0,4.192,-1.1748,632.33,30.92,223.81,0.0,0.0,0.0,32.33,662.9,13.71,1578.0,0.0,0.0,0.0,0.0
1147.076,54.1,71.28,0.2714,1580.0,0.0,3.995,-0.5954,632.89,30.94,204.93,0.0,0.0,0.0,32.35,663.27,13.71,1580.0,0.0,0.0,0.0,0.0
1148.361,54.15,70.76,0.1783,1583.0,0.0,4.0360000000000005,-0.7191,633.44,30.96,133.49,0.0,0.0,0.0,32.37,663.64,13.95,1583.0,0.0,0.0,0.0,0.0
1149.647,54.2,71.0,0.2198,1585.0,0.0,3.775,0.0492,634.0,30.98,99.38,0.0,0.0,0.0,32.39,664.01,14.81,1585.0,0.0,0.0,0.0,0.0
1150.932,54.25,73.04,0.5801,1588.0,0.0,3.662,0.3799,634.56,31.0,152.48,0.0,0.0,0.0,32.41,664.38,15.44,1588.0,0.0,0.0,0.0,0.0
1152.2169999999999,54.3,75.42,1.0006,1590.0,0.0,3.7239999999999998,0.1951,634.84,31.01,103.78,0.0,0.0,0.0,32.43,664.76,15.38,1590.0,0.0,0.0,0.0,0.0
1153.502,54.35,76.45,1.182,1593.0,0.0,3.865,-0.2237,635.4,31.03,93.25,0.0,0.0,0.0,32.45,665.13,13.7,1593.0,0.0,0.0,0.0,0.0
1154.787,54.4,76.85,1.2519,1595.0,0.0,3.71,0.2318,635.95,31.05,104.8,0.0,0.0,0.0,32.47,665.5,14.78,1595.0,0.0,0.0,0.0,0.0
1156.072,54.45,75.17,0.9534,1598.0,0.0,3.6069999999999998,0.533,636.51,31.07,88.14,0.0,0.0,0.0,32.49,665.87,14.85,1598.0,0.0,0.0,0.0,0.0
1157.357,54.5,76.69,1.2215,1600.0,0.0,3.5260000000000002,0.7702,636.96,31.09,94.43,0.0,0.0,0.0,32.51,666.24,15.57,1600.0,0.0,0.0,0.0,0.0
1158.643,54.55,78.22,1.4915,1603.0,0.0,3.3819999999999997,1.1923,637.41,31.11,64.81,0.0,0.0,0.0,32.53,666.61,14.0,1603.0,0.0,0.0,0.0,0.0
1159.928,54.6,77.67,1.3931,1605.0,0.0,3.5469999999999997,0.7036,637.63,31.12,86.7,0.0,0.0,0.0,32.55,666.99,12.61,1605.0,0.0,0.0,0.0,0.0
1161.213,54.65,77.17,1.3036,1608.0,0.0,3.674,0.3261,638.08,31.14,48.76,0.0,0.0,0.0,32.57,667.36,13.48,1608.0,0.0,0.0,0.0,0.0
1162.498,54.7,76.88,1.2512,1610.0,0.0,3.674,0.3243,638.52,31.16,92.41,0.0,0.0,0.0,32.59,667.73,13.91,1610.0,0.0,0.0,0.0,0.0
1163.7830000000001,54.75,76.41,1.167,1613.0,0.0,3.877,-0.2775,638.97,31.18,159.67,0.0,0.0,0.0,32.61,668.1,14.68,1613.0,0.0,0.0,0.0,0.0
1165.068,54.8,77.05,1.2793,1615.0,0.0,3.8560000000000003,-0.2174,639.42,31.2,85.76,0.0,0.0,0.0,32.63,668.47,15.03,1615.0,0.0,0.0,0.0,0.0
1166.353,54.85,76.29,1.1437,1618.0,0.0,3.8819999999999997,-0.2968,639.86,31.22,139.2,0.0,0.0,0.0,32.65,668.85,13.64,1618.0,0.0,0.0,0.0,0.0
1167.639,54.9,75.4,0.9851,1620.0,0.0,3.667,0.3357,640.31,31.24,159.55,0.0,0.0,0.0,32.67,669.22,13.57,1620.0,0.0,0.0,0.0,0.0
1168.924,54.95,75.9,1.0727,1623.0,0.0,3.682,0.2887,640.53,31.25,103.01,0.0,0.0,0.0,32.69,669.59,14.31,1623.0,0.0,0.0,0.0,0.0
1170.2089999999998,55.0,77.91,1.4276,1625.0,0.0,3.76,0.0567,640.98,31.27,110.4,0.0,0.0,0.0,32.71,669.96,14.45,1625.0,0.0,0.0,0.0,0.0
1171.494,55.05,78.08,1.4568,1628.0,0.0,4.015,-0.6985,641.42,31.29,95.97,0.0,0.0,0.0,32.73,670.33,14.96,1628.0,0.0,0.0,0.0,0.0
1172.779,55.1,72.71,0.5047,1630.0,0.0,3.551,0.6689,641.87,31.31,73.47,0.0,0.0,0.0,32.75,670.7,12.77,1630.0,0.0,0.0,0.0,0.0
1174.0639999999999,55.15,77.39,1.3326,1633.0,0.0,3.571,0.6071,642.32,31.33,125.4,0.0,0.0,0.0,32.77,671.08,13.69,1633.0,0.0,0.0,0.0,0.0
1175.349,55.2,77.18,1.2944,1635.0,0.0,3.5580000000000003,0.6436,642.76,31.35,125.94,0.0,0.0,0.0,32.79,671.45,14.36,1635.0,0.0,0.0,0.0,0.0
1176.635,55.25,73.7,0.6771,1638.0,0.0,3.6,0.5169,642.98,31.36,157.29,0.0,0.0,0.0,32.81,671.82,14.81,1638.0,0.0,0.0,0.0,0.0
1177.92,55.3,74.72,0.8567,1640.0,0.0,3.658,0.3439,643.43,31.38,139.3,0.0,0.0,0.0,32.83,672.19,13.34,1640.0,0.0,0.0,0.0,0.0
1179.205,55.35,75.34,0.9655,1643.0,0.0,3.9010000000000002,-0.3758,643.88,31.4,136.11,0.0,0.0,0.0,32.85,672.56,13.42,1643.0,0.0,0.0,0.0,0.0
1180.49,55.4,74.26,0.7733,1645.0,0.0,4.04,-0.7878,644.32,31.42,146.55,0.0,0.0,0.0,32.87,672.93,13.44,1645.0,0.0,0.0,0.0,0.0
1181.775,55.45,75.83,1.0503,1648.0,0.0,4.191,-1.2361,644.77,31.44,127.11,0.0,0.0,0.0,32.89,673.31,13.32,1648.0,0.0,0.0,0.0,0.0
1183.06,55.5,75.41,0.9749,1650.0,0.0,4.187,-1.2262,645.21,31.46,50.71,0.0,0.0,0.0,32.91,673.68,15.79,1650.0,0.0,0.0,0.0,0.0
1184.345,55.55,76.78,1.2166,1653.0,0.0,4.256,-1.4325,645.44,31.47,94.53,0.0,0.0,0.0,32.93,674.05,15.11,1653.0,0.0,0.0,0.0,0.0
1185.63,55.6,74.18,0.7551,1655.0,0.0,4.254,-1.4285,645.88,31.49,100.84,0.0,0.0,0.0,32.95,674.42,15.15,1655.0,0.0,0.0,0.0,0.0
