1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
135.066,6.65,63.68,-0.29,133.0,0.0,4.408,-0.4856,146.26,7.13,142.41,688.17,33.69,112.0,12.78,286.23,17.01,133.0,1.387051759,1.298221651,1.1608346390000002,1.3126412090000001
136.241,6.7,63.68,-0.2909,134.0,0.0,4.702,-1.354,148.6,7.24,170.47,696.73,34.15,9.0,12.88,287.93,17.34,134.0,1.345241915,1.287881167,1.134394774,1.293093759
137.416,6.75,61.6,-0.6601,135.0,0.0,4.859,-1.8182,150.74,7.34,148.92,704.9,34.59,17.0,12.98,289.64,17.02,135.0,1.354067352,1.26073921,1.1040192659999999,1.275460908
138.59,6.8,58.36,-1.2349,136.0,0.0,4.8180000000000005,-1.6982,152.87,7.44,144.57,709.74,34.85,112.0,13.08,291.35,14.45,136.0,1.266643625,1.168434521,1.005874921,1.183110501
139.765,6.85,58.89,-1.1419,137.0,0.0,4.796,-1.6342,155.22,7.55,208.35,712.34,34.99,319.0,13.18,293.05,11.65,137.0,0.9538391340000001,0.879110685,0.736591743,0.88858098
141.185,6.9,56.57,-1.5539,138.0,0.0,4.8919999999999995,-1.9183,157.35,7.65,223.2,714.94,35.13,288.0,13.28,294.91,13.72,138.0,0.5190187829999999,0.485005326,0.387702273,0.48657990100000004
142.667,6.95,57.55,-1.3815,139.0,0.0,4.879,-1.8809,159.48,7.75,140.79,719.36,35.35,100.0,13.3,295.34,13.93,139.0,0.55586149,0.517383765,0.41917118700000006,0.52051369
144.148,7.0,59.26,-1.0798,140.0,0.0,4.961,-2.1238,161.83,7.86,130.22,725.63,35.65,35.0,13.4,297.47,13.38,140.0,1.13552099,1.04099831,0.880653866,1.055750382
145.63,7.05,58.57,-1.2031,141.0,0.0,4.813,-1.688,163.54,7.94,162.23,729.39,35.83,19.0,13.5,299.6,15.4,141.0,1.097164413,1.020113029,0.870802877,1.030759948
147.111,7.1,58.29,-1.2539,142.0,0.0,4.749,-1.5001,165.24,8.02,87.13,733.99,36.05,26.0,13.6,301.74,15.22,142.0,1.109080418,1.02230405,0.8878373190000001,1.037989508
148.593,7.15,58.56,-1.2072,143.0,0.0,4.784,-1.6043,166.95,8.1,89.49,743.61,36.51,97.0,13.7,304.12,15.85,143.0,1.088986959,0.9910847079999999,0.8620547409999999,1.01095949
150.07399999999998,7.2,59.06,-1.1198,144.0,0.0,4.824,-1.7232,168.87,8.19,154.38,748.0,36.72,209.0,13.8,306.78,15.36,144.0,0.981921046,0.882452219,0.73828556,0.900657989
151.556,7.25,58.53,-1.2148,145.0,0.0,4.754,-1.5176,170.57,8.27,158.99,756.16,37.11,51.0,13.9,309.45,15.9,145.0,1.122628848,0.95599019,0.989114395,1.015503222
153.037,7.3,58.83,-1.1628,146.0,0.0,4.771,-1.5686,172.28,8.35,155.79,759.71,37.28,149.0,14.0,312.11,15.97,146.0,1.204820565,0.9840617209999999,1.157691443,1.076552853
154.519,7.35,60.11,-0.9373,147.0,0.0,4.8,-1.6551,174.2,8.44,225.28,763.06,37.44,76.0,14.1,314.78,15.92,147.0,1.114091605,0.8808360190000001,1.075421556,0.979411873
156.0,7.4,59.06,-1.1244,148.0,0.0,4.725,-1.4348,174.63,8.46,185.86,770.17,37.78,26.0,14.2,317.45,15.47,148.0,0.9445570190000001,0.731477259,0.958566661,0.82356455
157.143,7.45,56.77,-1.5308,149.0,0.0,4.75,-1.5094,175.13,8.48,212.46,772.26,37.88,13.0,14.22,317.98,16.16,149.0,0.795877015,0.597359804,0.8401991609999999,0.684314416
158.286,7.5,54.95,-1.854,150.0,0.0,4.747,-1.5015,175.93,8.51,202.88,782.56,38.29,5.0,14.24,318.52,16.2,150.0,0.6919185409999999,0.493841514,0.725919513,0.579926312
159.429,7.55,55.93,-1.6814,151.0,0.0,4.683,-1.3136,176.46,8.53,183.58,796.21,38.73,48.0,14.26,319.05,14.48,151.0,0.674293635,0.46316127100000004,0.696032414,0.554737054
160.571,7.6,56.34,-1.6096,152.0,0.0,4.637,-1.1788,177.26,8.56,173.0,798.88,38.85,150.0,14.28,319.59,13.94,152.0,0.7586577870000001,0.528588959,0.763776855,0.627562085
161.714,7.65,58.18,-1.2847,153.0,0.0,4.623,-1.1384,177.8,8.58,189.06,803.95,39.1,129.0,14.3,320.13,14.1,153.0,0.962098395,0.7070789690000001,0.9453352829999999,0.815200143
162.857,7.7,58.15,-1.2909,154.0,0.0,4.61,-1.1009,178.6,8.61,147.49,806.92,39.26,85.0,14.32,320.66,15.25,154.0,1.149959711,0.8774889140000001,1.1178557820000001,0.992830661
164.0,7.75,60.93,-0.7994,155.0,0.0,4.538,-0.8894,179.13,8.63,189.85,808.78,39.36,40.0,14.34,321.2,15.83,155.0,1.2025675,0.94127915,1.178178442,1.052822601
165.143,7.8,61.11,-0.7684,156.0,0.0,4.779,-1.6014,179.93,8.66,176.72,811.38,39.5,96.0,14.36,321.74,17.17,156.0,1.109882322,0.890361473,1.1178140859999999,0.986297152
166.28599999999997,7.85,59.32,-1.0863,157.0,0.0,4.7410000000000005,-1.4902,180.46,8.68,157.69,816.96,39.8,67.0,14.38,322.27,16.37,157.0,1.08471089,0.872677817,1.043154153,0.960290212
167.429,7.9,63.8,-0.2938,158.0,0.0,4.663,-1.261,181.0,8.7,399.02,828.51,40.36,13.0,14.4,322.81,16.95,158.0,1.059768783,0.88702869,1.023926702,0.958613165
168.571,7.95,65.3,-0.029,159.0,0.0,4.687,-1.3327,181.53,8.72,250.29,840.3,40.79,21.0,14.42,323.34,16.77,159.0,0.792383658,0.6472989570000001,0.735709917,0.70330768
169.71400000000003,8.0,68.8,0.5899,160.0,0.0,4.686,-1.3307,182.06,8.74,164.96,857.59,41.41,5.0,14.44,323.88,17.23,160.0,0.22155107100000002,0.11446393699999999,0.138259612,0.149653831
170.857,8.05,69.92,0.7874,161.0,0.0,4.652,-1.2313,182.6,8.76,148.66,867.35,41.76,21.0,14.46,324.42,17.31,161.0,-0.289888469,-0.388480933,-0.40243563600000004,-0.362933124
172.0,8.1,67.82,0.4146,162.0,0.0,4.6339999999999995,-1.1791,183.13,8.78,321.98,871.53,41.91,70.0,14.48,324.95,16.57,162.0,-0.485510344,-0.6085313960000001,-0.619450273,-0.577405315
173.143,8.15,65.21,-0.0485,163.0,0.0,4.698,-1.3689,183.66,8.8,236.16,876.55,42.09,252.0,14.5,325.49,16.1,163.0,-0.587492172,-0.6820748179999999,-0.691899425,-0.657257066
174.28599999999997,8.2,63.43,-0.3646,164.0,0.0,4.6819999999999995,-1.3226,184.73,8.84,245.97,879.18,42.2,238.0,14.52,326.02,17.31,164.0,-0.583812385,-0.684342462,-0.651391999,-0.65335848
175.429,8.25,61.97,-0.6241,165.0,0.0,4.678999999999999,-1.3146,185.26,8.86,273.1,885.65,42.49,165.0,14.54,326.56,18.0,165.0,-0.381115494,-0.41811328700000006,-0.43004313299999997,-0.410125354
176.571,8.3,60.0,-0.9739,166.0,0.0,4.497,-0.7785,185.8,8.88,223.65,886.99,42.55,148.0,14.56,327.1,16.55,166.0,-0.26508476,-0.251283601,-0.28601624800000003,-0.262474023
177.71400000000003,8.35,59.02,-1.1483,167.0,0.0,4.395,-0.4785,186.33,8.9,253.14,891.23,42.74,144.0,14.58,327.65,17.26,167.0,-0.585296487,-0.532618652,-0.5768441679999999,-0.558146949
178.857,8.4,58.74,-1.1988,168.0,0.0,4.482,-0.7361,186.86,8.92,187.11,896.8,42.99,74.0,14.6,328.21,17.19,168.0,-0.7526510009999999,-0.712506925,-0.780577904,-0.7361082309999999
180.0,8.45,59.98,-0.9801,169.0,0.0,4.495,-0.7754,187.13,8.93,197.92,901.93,43.22,22.0,14.62,328.77,17.29,169.0,-0.782589704,-0.7873530329999999,-0.882052178,-0.798852387
181.143,8.5,59.52,-1.0624,170.0,0.0,4.503,-0.7999,187.66,8.95,324.75,903.94,43.31,29.0,14.64,329.33,17.59,170.0,-0.864372815,-0.884973659,-0.9800618170000001,-0.8920433609999999
182.28599999999997,8.55,60.32,-0.9216,171.0,0.0,4.533,-0.8893,188.2,8.97,171.43,908.4,43.51,35.0,14.66,329.89,16.95,171.0,-0.7322473209999999,-0.72103467,-0.81150875,-0.73841854
183.429,8.6,60.59,-0.8747,172.0,0.0,4.457,-0.666,188.73,8.99,396.76,912.64,43.7,22.0,14.68,330.44,17.4,172.0,-0.620732165,-0.661285483,-0.8927286870000001,-0.678087199
184.571,8.65,59.14,-1.1324,173.0,0.0,4.377,-0.4308,189.26,9.01,156.49,917.1,43.9,79.0,14.7,331.0,17.13,173.0,-0.598916028,-0.65826764,-0.8805667009999999,-0.6674816339999999
185.71400000000003,8.7,56.77,-1.553,174.0,0.0,4.279,-0.1426,190.97,9.07,79.42,920.67,44.06,232.0,14.72,331.56,16.73,174.0,-0.615310925,-0.659022659,-0.8338327,-0.667018875
186.857,8.75,57.37,-1.4476,175.0,0.0,4.314,-0.2468,193.81,9.17,146.74,924.24,44.21,218.0,14.74,332.12,16.49,175.0,-0.611139371,-0.6500090070000001,-0.7919029740000001,-0.654977615
188.0,8.8,56.83,-1.5441,176.0,0.0,4.406000000000001,-0.5192,196.37,9.26,64.28,928.7,44.37,140.0,14.76,332.67,14.93,176.0,-0.59685286,-0.645312546,-0.751376133,-0.64334723
189.525,8.85,56.72,-1.5648,177.0,0.0,4.4639999999999995,-0.6912,199.21,9.36,38.4,932.61,44.51,240.0,14.78,333.23,14.48,177.0,-0.550630566,-0.617334605,-0.6749986570000001,-0.604773009
191.051,8.9,57.15,-1.4898,178.0,0.0,4.437,-0.6125,202.2,9.46,60.3,937.35,44.68,44.0,14.8,333.79,13.27,178.0,-0.521570499,-0.6176706470000001,-0.632495988,-0.59269985
192.576,8.95,58.11,-1.321,179.0,0.0,4.47,-0.7108,205.39,9.56,80.41,948.78,45.09,13.0,14.82,334.35,13.35,179.0,-0.631864228,-0.770535517,-0.7727339559999999,-0.735468648
194.102,9.0,59.96,-0.9945,180.0,0.0,4.405,-0.5199,208.59,9.66,26.76,959.37,45.47,8.0,14.84,334.9,12.01,180.0,-0.6744369459999999,-0.823352338,-0.8297674509999999,-0.78747269
195.627,9.05,63.9,-0.2979,181.0,0.0,4.456,-0.6713,212.49,9.76,39.82,965.96,45.76,124.0,14.86,335.46,11.99,181.0,-0.8565511290000001,-1.015209119,-0.962040388,-0.968877077
197.153,9.1,64.63,-0.1698,182.0,0.0,4.4830000000000005,-0.7519,217.19,9.87,66.54,972.08,46.06,113.0,14.88,336.02,11.67,182.0,-0.75670415,-0.90700998,-0.8926014329999999,-0.868020325
198.678,9.15,63.73,-0.3304,183.0,0.0,4.343,-0.3397,221.43,9.97,138.81,974.12,46.16,55.0,14.9,336.58,9.93,183.0,-0.6870857709999999,-0.830020924,-0.832663037,-0.7943013170000001
200.203,9.2,66.42,0.1448,184.0,0.0,4.433,-0.6062,224.99,10.07,207.38,980.25,46.46,56.0,14.92,337.13,9.45,184.0,-0.512159925,-0.648819523,-0.654793197,-0.6140703279999999
201.729,9.25,70.26,0.8237,185.0,0.0,4.585,-1.0556,228.54,10.17,93.15,987.59,46.82,110.0,14.94,337.69,8.88,185.0,-0.321254435,-0.45805569100000004,-0.454871636,-0.421729554
203.25400000000002,9.3,69.17,0.6295,186.0,0.0,4.474,-0.729,232.46,10.28,55.51,990.2,46.98,39.0,14.96,338.25,9.94,186.0,-0.302634542,-0.439302188,-0.40969381,-0.399369095
204.78,9.35,73.3,1.3597,187.0,0.0,4.402,-0.5175,233.17,10.3,71.49,995.53,47.32,21.0,14.98,338.76,10.66,187.0,-0.43701233899999997,-0.546632731,-0.489089149,-0.508695763
206.305,9.4,72.88,1.2841,188.0,0.0,4.4639999999999995,-0.7013,236.0,10.38,28.93,998.04,47.48,11.0,15.0,339.2,10.48,188.0,-0.631113578,-0.6918951740000001,-0.583796477,-0.661383881
207.831,9.45,69.37,0.6613,189.0,0.0,4.388999999999999,-0.4809,239.2,10.48,39.73,1004.46,47.88,94.0,15.02,339.65,11.94,189.0,-0.356433557,-0.41223402600000003,-0.422573782,-0.393990533
209.356,9.5,70.42,0.8461,190.0,0.0,4.282,-0.1661,241.12,10.54,110.51,1013.65,48.28,167.0,15.04,340.09,12.59,190.0,-0.204063379,-0.237979419,-0.315492412,-0.233484777
210.88099999999997,9.55,74.5,1.5675,191.0,0.0,4.131,0.2785,242.4,10.58,75.8,1018.25,48.48,15.0,15.06,340.54,12.54,191.0,-0.18687776399999997,-0.180226777,-0.26825145699999997,-0.19111793800000001
212.407,9.6,74.94,1.6442,192.0,0.0,3.765,1.3576,244.32,10.64,96.24,1034.57,49.19,11.0,15.08,340.99,12.75,192.0,-0.037321457,-0.009594562,-0.085753897,-0.027907599999999998
213.93200000000002,9.65,74.6,1.5828,193.0,0.0,3.9210000000000003,0.8963,245.49,10.68,120.7,1042.14,49.53,16.0,15.1,341.43,12.83,193.0,0.01059034,0.040695017,-0.01390989,0.023015392000000003
215.458,9.7,73.68,1.4187,194.0,0.0,3.842,1.1285,249.76,10.83,131.26,1052.36,50.0,55.0,15.12,341.88,13.33,194.0,-0.08924487099999999,-0.080740663,-0.102262281,-0.08742526
216.983,9.75,72.62,1.2298,195.0,0.0,3.905,0.9417,250.9,10.87,176.8,1059.31,50.32,72.0,15.14,342.33,12.58,195.0,0.256060948,0.286025507,0.286410916,0.276172645
218.50799999999998,9.8,68.84,0.5592,196.0,0.0,3.823,1.1827,253.46,10.96,121.87,1062.57,50.47,32.0,15.16,342.77,13.89,196.0,0.466398032,0.508660806,0.525279,0.497550812
220.03400000000002,9.85,67.35,0.2941,197.0,0.0,3.741,1.4238,256.3,11.06,83.46,1072.14,50.91,4.0,15.18,343.22,13.74,197.0,0.364864962,0.395802957,0.42124965700000006,0.389352631
221.55900000000003,9.9,63.36,-0.4137,198.0,0.0,3.823,1.1809,258.86,11.18,126.2,1081.26,51.33,6.0,15.2,343.66,14.23,198.0,0.203787987,0.236041611,0.24510206199999998,0.22639236199999999
223.085,9.95,58.17,-1.334,199.0,0.0,3.572,1.9206,262.51,11.39,75.11,1094.31,51.93,43.0,15.22,344.08,14.51,199.0,0.030356947999999998,0.06973184,0.065593568,0.055156979
224.667,10.0,56.96,-1.5495,200.0,0.0,3.53,2.0436,264.04,11.48,67.76,1098.71,52.13,114.0,15.24,344.5,14.3,200.0,-0.146439246,-0.09252655,-0.09356152,-0.11267372
226.333,10.05,60.59,-0.908,201.0,0.0,3.529,2.0457,265.41,11.56,98.93,1108.2,52.53,12.0,15.26,344.92,14.48,201.0,-0.339074813,-0.272532421,-0.26433005800000003,-0.296632732
228.0,10.1,63.72,-0.3549,202.0,0.0,3.6260000000000003,1.7585,266.95,11.65,90.43,1117.69,52.93,20.0,15.28,345.33,13.48,202.0,-0.499243978,-0.429314176,-0.417232104,-0.454726746
229.667,10.15,64.9,-0.1472,203.0,0.0,3.608,1.8107,268.82,11.76,82.53,1127.22,53.33,113.0,15.3,345.75,13.94,203.0,-0.5612247229999999,-0.511462227,-0.514115485,-0.5321923829999999
231.333,10.2,68.03,0.4058,204.0,0.0,3.783,1.2934,270.53,11.86,118.33,1132.08,53.53,76.0,15.32,346.17,12.35,204.0,-0.6337246999999999,-0.589404892,-0.5962553,-0.609326435
233.0,10.25,69.12,0.5975,205.0,0.0,3.825,1.1686,271.21,11.9,181.76,1141.81,53.93,104.0,15.34,346.59,12.93,205.0,-0.693962448,-0.648602449,-0.647384552,-0.668438779
234.667,10.3,69.28,0.6246,206.0,0.0,3.7680000000000002,1.3358,271.55,11.92,208.85,1149.11,54.23,26.0,15.36,347.01,12.78,206.0,-0.6980265659999999,-0.646416679,-0.606365184,-0.664056255
236.333,10.35,71.26,0.974,207.0,0.0,3.785,1.2848,272.24,11.96,149.32,1171.0,55.13,6.0,15.38,347.43,12.69,207.0,-0.648830427,-0.5978009320000001,-0.575483532,-0.616925914
238.0,10.4,70.54,0.8452,208.0,0.0,3.714,1.4934,272.92,12.0,160.55,1185.59,55.73,9.0,15.4,347.8,14.92,208.0,-0.586200164,-0.5381013929999999,-0.5529001339999999,-0.559987991
239.667,10.45,69.85,0.7217,209.0,0.0,3.639,1.7137,273.6,12.04,238.59,1203.76,56.53,83.0,15.42,348.17,15.26,209.0,-0.5724419510000001,-0.524091871,-0.549244501,-0.5470697179999999
241.333,10.5,66.96,0.2085,210.0,0.0,3.575,1.9017,273.94,12.06,155.95,1207.74,56.73,84.0,15.44,348.54,15.03,210.0,-0.577435728,-0.521662892,-0.525218892,-0.54364204
243.0,10.55,63.86,-0.3418,211.0,0.0,3.6,1.827,274.62,12.1,181.49,1215.69,57.13,71.0,15.46,348.91,15.77,211.0,-0.577693887,-0.509854649,-0.48939000899999996,-0.531654694
244.667,10.6,58.38,-1.3136,212.0,0.0,3.594,1.8438,275.99,12.18,252.54,1223.64,57.53,155.0,15.48,349.28,13.79,212.0,-0.46614925100000004,-0.38121447,-0.449542199,-0.417456379
246.333,10.65,60.38,-0.9606,213.0,0.0,3.6719999999999997,1.6127,277.7,12.28,138.23,1231.98,57.95,8.0,15.5,349.66,14.57,213.0,-0.531991684,-0.452070226,-0.579966443,-0.49354143799999994
248.0,10.7,60.92,-0.8663,214.0,0.0,3.5589999999999997,1.9452,279.4,12.38,60.5,1247.09,58.71,59.0,15.52,350.03,13.79,214.0,-0.711846014,-0.6517007220000001,-0.8152288759999999,-0.6918166729999999
249.667,10.75,62.49,-0.5896,215.0,0.0,3.543,1.9915,281.11,12.48,25.43,1252.53,58.99,98.0,15.54,350.4,13.72,215.0,-0.785670867,-0.7396635359999999,-0.885658298,-0.774838615
251.333,10.8,61.5,-0.7662,216.0,0.0,3.53,2.0289,282.82,12.58,19.59,1256.6,59.2,94.0,15.56,350.77,14.2,216.0,-0.773072482,-0.7344140109999999,-0.892597858,-0.7692123559999999
252.39700000000002,10.85,60.64,-0.9193,217.0,0.0,3.484,2.1638,284.52,12.68,17.46,1260.86,59.42,118.0,15.58,351.14,14.04,217.0,-0.689331046,-0.6526809929999999,-0.847278758,-0.6907235979999999
253.05900000000003,10.9,61.34,-0.7958,218.0,0.0,3.716,1.4783,286.23,12.78,21.09,1265.12,59.64,23.0,15.6,351.51,14.64,218.0,-0.7146551259999999,-0.7029390790000001,-0.88241792,-0.7305919909999999
253.72099999999998,10.95,61.92,-0.6936,219.0,0.0,3.898,0.9403,287.93,12.88,28.26,1276.93,60.25,14.0,15.62,351.89,14.57,219.0,-0.676152112,-0.6767450629999999,-0.8486089859999999,-0.699047513
254.382,11.0,62.36,-0.6162,220.0,0.0,4.024,0.5676,289.64,12.98,40.27,1277.32,60.27,8.0,15.64,352.26,15.29,220.0,-0.571746326,-0.5716126979999999,-0.743609741,-0.5937677960000001
255.044,11.05,62.9,-0.5211,221.0,0.0,4.234,-0.053,291.35,13.08,85.28,1287.78,60.81,41.0,15.66,352.63,12.85,221.0,-0.471658035,-0.485111977,-0.679545985,-0.505291078
255.706,11.1,59.32,-1.1556,222.0,0.0,4.377,-0.4758,293.05,13.18,100.07,1296.28,61.17,211.0,15.68,353.0,14.6,222.0,-0.340421511,-0.36729223200000005,-0.538828633,-0.37951774299999996
256.368,11.15,59.7,-1.0889,223.0,0.0,4.441,-0.6656,294.91,13.28,93.07,1305.76,61.54,13.0,15.7,353.37,14.05,223.0,-0.16950968600000002,-0.208942075,-0.29912088600000003,-0.205718541
257.029,11.2,60.94,-0.8698,224.0,0.0,4.387,-0.5072,295.34,13.3,51.35,1315.24,61.91,8.0,15.72,353.75,15.48,224.0,-0.058405584,-0.10814536599999999,-0.186976683,-0.098309318
257.691,11.25,62.4,-0.6117,225.0,0.0,4.285,-0.2071,297.47,13.4,66.42,1324.72,62.28,26.0,15.74,354.12,14.63,225.0,-0.05356636099999999,-0.10786010000000001,-0.16911008600000002,-0.09374401
258.353,11.3,63.22,-0.467,226.0,0.0,4.238,-0.0694,299.6,13.5,37.75,1333.94,62.64,67.0,15.76,354.49,12.34,226.0,-0.250447504,-0.298190511,-0.3163459,-0.282822098
259.015,11.35,63.45,-0.4268,227.0,0.0,4.226,-0.0349,301.74,13.6,38.93,1339.08,62.92,42.0,15.78,354.86,11.04,227.0,-0.095621786,-0.11624831,-0.143031773,-0.111308379
259.676,11.4,63.45,-0.4273,228.0,0.0,4.056,0.4658,304.12,13.7,24.47,1344.94,63.3,23.0,15.8,355.23,11.95,228.0,0.234793715,0.251551133,0.19031703100000003,0.240230935
260.33799999999997,11.45,64.73,-0.2011,229.0,0.0,4.078,0.4,306.78,13.8,89.9,1354.2,63.9,4.0,15.82,355.6,8.62,229.0,0.519288887,0.5615183000000001,0.503425505,0.543307612
261.0,11.5,63.24,-0.4655,230.0,0.0,4.249,-0.1055,309.45,13.9,24.82,1357.29,64.1,4.0,15.84,355.98,10.15,230.0,0.716214294,0.7681564340000001,0.7293976240000001,0.7497358609999999
261.66200000000003,11.55,62.02,-0.6821,231.0,0.0,4.257,-0.13,312.11,14.0,23.6,1366.54,64.7,13.0,15.86,356.35,9.01,231.0,0.7377371979999999,0.767826205,0.7808353640000001,0.7625770190000001
262.324,11.6,60.99,-0.865,232.0,0.0,4.172,0.1199,314.78,14.1,25.29,1369.63,64.9,31.0,15.88,356.72,11.14,232.0,0.7716265059999999,0.7986245829999999,0.821317878,0.795432457
262.985,11.65,61.11,-0.8443,233.0,0.0,3.9389999999999996,0.8065,317.45,14.2,40.22,1374.81,65.2,75.0,15.9,357.09,8.66,233.0,0.811689746,0.8449639309999999,0.8563309920000001,0.838280032
263.647,11.7,63.2,-0.4746,234.0,0.0,3.877,0.9885,317.98,14.22,49.39,1379.98,65.47,45.0,15.92,357.46,7.98,234.0,0.816572695,0.862681157,0.827280197,0.846187232
264.309,11.75,63.15,-0.484,235.0,0.0,3.715,1.4656,318.52,14.24,49.1,1383.82,65.67,14.0,15.94,357.83,9.7,235.0,0.768801118,0.821823139,0.7467505659999999,0.798420846
264.971,11.8,61.18,-0.8334,236.0,0.0,3.657,1.6358,319.05,14.26,60.66,1391.49,66.07,5.0,15.96,358.21,9.6,236.0,0.6155623689999999,0.663638731,0.563108669,0.639140103
265.632,11.85,60.89,-0.8853,237.0,0.0,3.468,2.1926,319.59,14.28,54.93,1406.82,66.87,42.0,15.98,358.58,9.44,237.0,0.58665064,0.635672631,0.510316096,0.608255758
266.29400000000004,11.9,59.06,-1.2099,238.0,0.0,3.512,2.0619,320.13,14.3,36.73,1410.66,67.07,98.0,16.0,358.95,10.55,238.0,0.619809222,0.6727180690000001,0.5228500970000001,0.641473364
266.95599999999996,11.95,59.22,-1.1821,239.0,0.0,3.44,2.2734,320.66,14.32,25.51,1422.23,67.47,16.0,16.02,359.32,11.47,239.0,0.8082399440000001,0.84397812,0.7279396290000001,0.823799918
267.618,12.0,59.56,-1.1224,240.0,0.0,3.443,2.2636,321.2,14.34,29.66,1440.82,68.07,5.0,16.04,359.69,13.54,240.0,0.9627317009999999,0.9710550579999999,0.8890281990000001,0.964914742
268.279,12.05,61.66,-0.751,241.0,0.0,3.5410000000000004,1.9735,321.74,14.36,14.94,1453.21,68.47,31.0,16.06,360.07,11.61,241.0,1.0492436090000001,1.009633085,0.961982715,1.023482347
268.941,12.1,60.95,-0.8772,242.0,0.0,3.678,1.5684,322.27,14.38,17.24,1462.41,68.87,71.0,16.08,360.44,12.27,242.0,1.058628497,1.004163905,0.972029453,1.024096928
269.603,12.15,59.83,-1.0761,243.0,0.0,3.778,1.2724,322.81,14.4,12.97,1466.55,69.07,66.0,16.1,360.81,12.41,243.0,1.0295076909999998,0.9767041409999999,0.95066946,0.9957784409999999
270.42900000000003,12.2,61.73,-0.7402,244.0,0.0,4.053999999999999,0.4571,323.34,14.42,25.14,1470.69,69.27,25.0,16.12,361.18,12.28,244.0,1.023329612,0.97058723,0.9290610340000001,0.988310749
271.5,12.25,67.12,0.2135,245.0,0.0,4.166,0.1257,323.88,14.44,27.34,1483.11,69.87,4.0,16.14,361.55,12.57,245.0,0.984334697,0.939989277,0.885891607,0.9532851109999999
272.57099999999997,12.3,70.82,0.8679,246.0,0.0,4.379,-0.5038,324.42,14.46,18.47,1493.25,70.36,22.0,16.16,361.92,11.59,246.0,0.8796075609999999,0.860355722,0.7995354290000001,0.863060822
273.643,12.35,72.66,1.193,247.0,0.0,4.306,-0.2893,324.95,14.48,28.6,1501.03,70.76,32.0,16.18,362.3,12.25,247.0,0.752780673,0.7663644490000001,0.6949780940000001,0.755628359
274.714,12.4,72.19,1.1089,248.0,0.0,4.381,-0.5115,325.49,14.5,25.9,1508.76,71.17,76.0,16.2,362.67,12.94,248.0,0.6149204739999999,0.665205081,0.581333825,0.639604708
275.786,12.45,70.61,0.8283,249.0,0.0,4.359,-0.4475,326.02,14.52,32.14,1512.53,71.37,29.0,16.22,363.04,13.17,249.0,0.36344716299999996,0.406206174,0.32558498199999997,0.38296520799999995
276.857,12.5,72.09,1.0895,250.0,0.0,4.499,-0.8615,326.56,14.54,32.18,1520.07,71.77,4.0,16.24,363.41,13.2,250.0,0.083958998,0.12370386800000001,0.0418905,0.100620075
277.92900000000003,12.55,77.83,2.1053,251.0,0.0,4.577,-1.0926,327.1,14.56,35.68,1531.38,72.37,31.0,16.26,363.78,12.72,251.0,-0.251643005,-0.205875819,-0.297779181,-0.233213515
279.0,12.6,77.62,2.0672,252.0,0.0,4.626,-1.2381,327.65,14.58,30.72,1539.48,72.8,73.0,16.28,364.15,12.44,252.0,-0.65478312,-0.61028202,-0.680392966,-0.637017708
280.07099999999997,12.65,77.78,2.0947,253.0,0.0,4.52,-0.9262,328.21,14.6,30.89,1544.43,73.08,60.0,16.29,364.34,12.79,253.0,-0.841516747,-0.795799899,-0.8518382309999999,-0.823022039
281.143,12.7,79.38,2.3773,254.0,0.0,4.573,-1.0836,328.77,14.62,19.64,1546.18,73.18,37.0,16.3,364.53,13.31,254.0,-0.302523449,-0.268097879,-0.43860144700000003,-0.300488573
282.214,12.75,78.36,2.1958,255.0,0.0,4.3660000000000005,-0.4737,329.33,14.64,32.48,1554.6,73.66,20.0,16.31,364.71,13.36,255.0,0.294531928,0.205605745,-0.11545188099999999,0.19543454100000002
283.286,12.8,77.38,2.0214,256.0,0.0,4.426,-0.6516,329.89,14.66,38.37,1564.42,74.22,3.0,16.32,364.9,13.56,256.0,0.6596649920000001,0.6162062079999999,0.357855175,0.601935157
284.357,12.85,77.32,2.01,257.0,0.0,4.55,-1.0184,330.44,14.68,28.23,1574.77,74.81,10.0,16.33,365.08,12.99,257.0,0.907820353,0.879419697,0.6956707529999999,0.87127043
285.42900000000003,12.9,77.04,1.9595,258.0,0.0,4.5089999999999995,-0.8984,331.0,14.7,52.98,1585.38,75.71,23.0,16.34,365.27,12.65,258.0,0.7387141140000001,0.7554804420000001,0.593526232,0.7349931279999999
286.5,12.95,76.53,1.8684,259.0,0.0,4.52,-0.9318,331.56,14.72,78.55,1587.64,75.91,75.0,16.35,365.46,13.01,259.0,0.23916337699999998,0.271590966,0.101015122,0.242231
287.57099999999997,13.0,74.5,1.508,260.0,0.0,4.465,-0.7704,332.12,14.74,76.09,1594.42,76.51,6.0,16.36,365.64,12.39,260.0,-0.526452565,-0.534715167,-0.578098614,-0.538635499
